index,likes,downloads,datasets :: ARC,datasets :: Average,datasets :: GSM8K,datasets :: HellaSwag,datasets :: MMLU,datasets :: TruthfulQA,datasets :: Unnamed: 0,datasets :: Winogrande,version number,UGI-Leaderboard :: Internet,UGI-Leaderboard :: UGI 🏆,UGI-Leaderboard :: Unruly,UGI-Leaderboard :: W/10 👍,created_at_numeric,pipeline tag_question-answering,pipeline tag_text-classification,pipeline tag_text-generation,pipeline tag_nan,architectural type_codegen,architectural type_deepseek_v2,architectural type_gemma,architectural type_gpt2,architectural type_gpt_bigcode,architectural type_llama,architectural type_mistral,architectural type_mixtral,architectural type_qwen2,architectural type_stablelm,architectural type_nan,real architecture_CodeGenForCausalLM,real architecture_DeepseekV2ForCausalLM,real architecture_GPT2LMHeadModel,real architecture_GPTBigCodeForCausalLM,real architecture_GemmaForCausalLM,real architecture_LlamaForCausalLM,real architecture_LlamaForSequenceClassification,real architecture_MistralForCausalLM,real architecture_MixtralForCausalLM,real architecture_Qwen2ForCausalLM,real architecture_StableLmForCausalLM,real architecture_nan,parameters_0.5B,parameters_1.1B,parameters_1.3B,parameters_10.2B,parameters_10.7B,parameters_13B,parameters_14B,parameters_16B,parameters_22B,parameters_24B,parameters_2B,parameters_2X7B,parameters_32B,parameters_33B,parameters_34B,parameters_3B,parameters_3X7B,parameters_4B,parameters_4X7B,parameters_6.7B,parameters_60B,parameters_6B,parameters_70B,parameters_7B,parameters_8B,parameters_9B,parameters_nan,is instruct/chat_False,is instruct/chat_True,is instruct/chat_<NA>,version_v0.1,version_v1,version_v1.0,version_v1.3,version_v1.5,version_v1.9,version_v10,version_v11.1,version_v12,version_v13,version_v14,version_v2,version_v2.0,version_v3,version_v3.5,version_v4,version_v5,version_v6.1,version_nan,Latent_Factor_1,Latent_Factor_2,Latent_Factor_3,Latent_Factor_4,Latent_Factor_5,Latent_Factor_6,Latent_Factor_7,Latent_Factor_8,Latent_Factor_9,Latent_Factor_10
llm-agents/tora-code-34b-v1.0,14,1023,0.5025597269624573,0.4991969907333032,0.1978771796815769,0.754829715196176,0.4665469729187254,0.3961781365390687,3110,0.6771902131018153,1.0,,,,,1696743234,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7975545,-0.34298822,-0.018252641,-1.783205,0.99749196,0.88896555,1.7430226,-0.61311644,0.5408221,-0.0974563
llm-agents/tora-code-13b-v1.0,15,1022,0.447098976109215,0.4418596226755337,0.1645185746777862,0.6914957179844653,0.3668755616832667,0.3497561194895506,3112,0.6314127861089187,1.0,,,,,1696742458,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3170549,0.35262567,1.571234,-0.55644035,-0.21995999,-0.33935052,1.9642649,0.12778026,0.3623867,-1.3216491
deepseek-ai/deepseek-coder-6.7b-instruct,459,46324,0.3813993174061433,0.4356557546889326,0.2676269901440485,0.5508862776339375,0.3901940819617859,0.455556353489654,4111,0.5682715074980268,,,,,,1698577296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8631563,0.73812926,0.7142026,0.55976015,-1.8809931,2.3010612,0.59199184,0.28454983,0.7394461,-2.345269
deepseek-ai/deepseek-coder-6.7b-base,120,9805,0.3703071672354949,0.408695134547852,0.1796815769522365,0.5345548695478988,0.3839143097701981,0.402813120561078,4108,0.5808997632202052,,,,,,1698077739,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7666042,0.5523411,1.2336394,-0.43858963,-2.4642398,1.6908383,1.6267829,-0.29648387,0.91513646,-1.4702753
deepseek-ai/deepseek-coder-1.3b-instruct,150,636400,0.2858361774744027,0.3240249426233787,0.0106141015921152,0.398725353515236,0.2847489756118583,0.4401524350762575,4112,0.5240726124704025,,,,,,1698583420,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.6029959,0.15542743,1.2001258,2.8544877,-2.041254,1.1005167,2.410297,1.2862802,-2.6757572,-2.1654088
deepseek-ai/deepseek-coder-7b-instruct-v1.5,143,9727,0.4854948805460751,0.5088807272268521,0.203942380591357,0.7234614618601872,0.5045423133655634,0.4673350397051116,4107,0.6685082872928176,1.5,,,,,1706197862,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6789508,1.6077905,-1.7999959,-1.1342982,-1.2875036,1.7918527,-1.1865327,2.6933436,1.6255828,1.8841182
bullerwins/Codestral-22B-v0.1-hf,17,53,0.6254266211604096,0.6670170267270922,0.620166793025019,0.8175662218681538,0.6221375325643521,0.5670023082402775,3590,0.749802683504341,0.1,,,,,1717004102,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6899853,-0.44576734,-1.189605,-3.0912287,1.024107,2.468786,-4.3946075,-6.543124,-2.5372553,0.35555267
budecosystem/code-millenials-34b,8,1103,0.4982935153583617,0.5351426922792593,0.3244882486732373,0.7509460266879108,0.4928489341413776,0.4536716940080383,3327,0.6906077348066298,,,,,,1704216100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7011883,0.12938878,0.040406805,-1.1838336,-0.11698872,0.6775364,0.55210304,-0.6148585,0.8765329,0.24235664
codeparrot/codeparrot,111,1316,0.2167235494880546,0.2947699491145046,0.0022744503411675,0.2834096793467436,0.2555426340354811,0.5086962165189903,3513,0.5019731649565904,,,,,,1646263745,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1443671,-1.2469112,6.8053594,2.5515554,-7.8488064,4.4775968,-0.5623782,-0.84919274,-0.9929558,0.68429327
codemateai/CodeMate-v0.1,5,1012,0.5554607508532423,0.5838690214915843,0.401819560272934,0.7803226448914559,0.5530804674826199,0.4864060014239976,3933,0.7261247040252565,0.1,,,,,1705795990,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17102858,1.7350035,0.65095556,-1.7543069,-0.11435646,-0.98199964,-0.8363256,-1.5642427,-1.5437994,0.15740314
codellama/CodeLlama-7b-Python-hf,142,6699,0.3131399317406143,0.3714489329710134,0.0515542077331311,0.5285799641505676,0.2731842483746328,0.4221405339092182,5340,0.6400947119179163,,,,,,1692894688,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33741266,0.06336427,0.75578034,0.37570095,-0.79174995,0.26387864,1.6773922,0.33746988,-0.7075741,-1.101842
codellama/CodeLlama-70b-Python-hf,110,175,0.5511945392491467,0.5799932568501792,0.4344200151630022,0.7848038239394542,0.5616661084014961,0.4178040204095389,5334,0.7300710339384373,,,,,,1706525979,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0903814,2.26401,-0.5773653,-3.0693583,-0.41200104,1.0716919,-0.016341388,-1.8537643,1.8784559,0.058110923
codellama/CodeLlama-34b-Python-hf,99,1441,0.5042662116040956,0.53577708271858,0.3229719484457922,0.7635929097789285,0.4910751448190302,0.4137349714821021,5329,0.7190213101815311,,,,,,1692896243,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4290617,-0.016277324,0.508013,-0.566879,1.3423151,0.57148933,0.30637422,0.13035458,1.0135646,0.3431672
codellama/CodeLlama-13b-Python-hf,51,1777,0.325938566552901,0.3700388123014149,0.0864291129643669,0.4393547102170882,0.2722731570692078,0.4458821573127394,5337,0.6503551696921863,,,,,,1692894721,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5367589,0.3801536,2.0060675,-0.11583268,-1.2318565,0.4375224,1.4886659,-0.35353947,0.5045456,-1.7591606
google/codegemma-7b-it,243,2927,0.53839590443686,0.5827551617453761,0.5246398786959818,0.7250547699661422,0.5609969255805187,0.4852493323610256,5473,0.6621941594317285,,,,,,1711040263,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.80332077,1.621058,-2.8578012,3.3515422,-0.18137379,1.2286048,2.0654738,-3.3406162,0.23840354,3.8069417
google/codegemma-7b,207,2280,0.5392491467576792,0.5672854002343404,0.4548900682335102,0.7672774347739494,0.5658503652970808,0.3803127896587398,5470,0.6961325966850829,,,,,,1711040209,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0574964,1.0460197,-3.008326,2.432577,-0.15701029,0.4009574,1.7523861,-3.104127,-0.45154342,3.576283
google/codegemma-2b,88,2330,0.2568259385665529,0.3219145147904793,0.0462471569370735,0.3963353913563035,0.2831682474971356,0.4122094861932293,5475,0.5367008681925809,,,,,,1711040100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54720175,0.23654331,-0.054144353,5.4216275,-2.761943,-0.26938003,4.7672634,-2.723902,-3.1310391,4.270518
glaiveai/glaive-coder-7b,55,1194,0.4266211604095563,0.4156047613011604,0.0523123578468536,0.6468830910177256,0.3715275101062721,0.3988100995709905,992,0.5974743488555643,,,,,,1694962184,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97695374,0.14243716,1.128305,-0.34352535,0.00790745,-0.8503361,1.7564293,1.7611662,0.3520435,-0.60583174
ed001/datascience-coder-6.7b,4,1018,0.3464163822525597,0.4198672260880045,0.2494313874147081,0.538338976299542,0.3795768738148609,0.4482179530052352,6630,0.5572217837411207,,,,,,1703884924,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9251633,1.1010654,1.5744394,-0.5209164,-2.1518123,1.0241673,1.4915222,-0.015012827,0.9895551,-1.7480162
fhai50032/RP-Coder-SM3,0,62,0.6561433447098977,0.6827595348256322,0.5981804397270659,0.842162915753834,0.6334255272200019,0.5410727637055827,6738,0.8255722178374112,,,,,,1710014390,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.2433906,1.6269641,-2.7471504,-1.4310645,1.1385548,-0.17102602,-1.8398476,-1.7517189,0.46285507,2.3073149
stabilityai/stable-code-3b,658,5635,0.3532423208191126,0.4152714344941353,0.1956027293404094,0.5744871539533958,0.3753183003253452,0.4160246692195242,2151,0.5769534333070244,,,,,,1704765838,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1313951,-7.375199,-4.493252,7.087699,-2.3170004,5.7571707,11.505482,2.7178483,-3.725472,-0.61621493
speechlessai/speechless-codellama-airoboros-orca-platypus-13b,0,1042,0.4488054607508532,0.4409532022972178,0.0181956027293404,0.676956781517626,0.4316034424184078,0.4087530329179874,6356,0.6614048934490924,,,,,,1695115793,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2527575,0.5990403,1.263138,-0.4870812,-0.43083644,0.8541312,0.99415654,-0.8961604,1.1318208,-0.42868894
speechlessai/speechless-codellama-34b-v1.0,0,1036,0.5247440273037542,0.5252633303329945,0.1470811220621683,0.7412865962955587,0.5346703246942103,0.4713590797559301,6353,0.7324388318863457,1.0,,,,,1694522755,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8798777,-0.16696773,-0.7884798,-0.8289695,1.1344261,1.293465,1.1625512,-0.5167465,1.2386065,0.51907146
tyson0420/stack_codellama-7b-inst,0,56,0.4351535836177474,0.4497004605706986,0.158453373768006,0.6617207727544314,0.3959383914590673,0.3902673442716639,4498,0.6566692975532754,,,,,,1707909470,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5830691,-0.8168924,-0.15215608,-0.091614455,0.19160509,-0.19207862,0.96815866,0.59779775,0.308087,-0.41957572
rombodawg/test_dataset_Codellama-3-8B,78,38,0.60580204778157,0.6674248563484301,0.6793025018953753,0.7801234813782115,0.664400446462172,0.5243287110862743,5126,0.7505919494869772,,,,,,1714269384,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7253992,2.484643,-2.226683,-2.1034312,-0.09282398,0.36864126,-0.6897514,-0.113416284,1.2762578,0.89937514
rombodawg/Llama-3-8B-Instruct-Coder,54,349,0.606655290102389,0.6659288276033833,0.6732373009855952,0.7799243178649672,0.6634645239045391,0.523278115241104,5121,0.7490134175217048,,,,,,1714825566,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6109191,2.688416,-2.1828115,-2.232479,-0.34983766,0.5598485,-1.6047326,1.1596333,0.68402946,0.5880463
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,0,9,0.5725255972696246,0.6153144807180396,0.4200151630022744,0.811292571200956,0.6537723896306631,0.4513293084296604,5124,0.7829518547750592,3.5,,,,,1715339663,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4638985,5.366414,-1.718806,-3.3105278,-1.7213666,0.5597792,1.467551,-0.014216363,-1.6191168,1.2461805
rombodawg/Everyone-Coder-4x7b-Base,42,8804,0.6450511945392492,0.6756109071964547,0.6345716451857468,0.8481378211511651,0.6426645644808523,0.4916064372376573,5128,0.7916337805840569,,,,,,1705191614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7566742,7.081802,-3.5485232,1.1394029,-2.0434587,0.0076019913,2.796309,-4.120911,5.15513,4.409423
shareAI/CodeLLaMA-chat-13b-Chinese,21,130,0.4325938566552901,0.4483836718796732,0.1076573161485974,0.6387173869747063,0.3428563918194793,0.4897083346128792,1336,0.6787687450670876,,,,,,1692943422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98562527,5.395288,15.8662195,10.210258,0.44611907,-0.12403433,-3.5566196,4.6545496,-2.3629408,-1.3399609
sethuiyer/CodeCalc-Mistral-7B,1,66,0.6194539249146758,0.6632979273362297,0.6353297952994693,0.836387173869747,0.6278135734516225,0.4778512417068049,2747,0.7829518547750592,,,,,,1708332659,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1573606,0.06210439,-3.5902946,-0.7049263,2.5732803,-0.20818272,-1.3927082,-3.1456285,1.6463057,1.3064649
senseable/33x-coder,2,1186,0.4590443686006826,0.4966450820639987,0.3836239575435936,0.6263692491535551,0.42022025814336,0.4560428089033374,3335,0.6345698500394633,,,,,,1704408805,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.51342624,1.0131532,0.5543134,-0.63637364,-1.0323765,0.08299331,0.30701512,0.5627202,-0.68450207,0.21508068
uukuguy/speechless-zephyr-code-functionary-7b,2,8989,0.6151877133105802,0.6293497812697286,0.4382107657316149,0.8387771360286795,0.6470824931414999,0.4499423947177576,3379,0.7868981846882399,,,,,,1705997966,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0701181,-0.60214466,-3.6164012,-1.0117036,1.8709996,0.6145282,-1.412375,-2.2833817,1.4939904,2.032013
uukuguy/speechless-tora-code-7b-v1.0,2,1018,0.4266211604095563,0.4204187726821591,0.0090978013646702,0.6515634335789683,0.3856177054776588,0.4205675471010907,3383,0.6290449881610103,1.0,,,,,1696933304,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4219634,-0.79703027,-0.08566111,-1.4536123,0.2547239,0.4264949,1.8928711,0.552149,-0.422234,-0.7091979
uukuguy/speechless-codellama-platypus-13b,2,1025,0.4530716723549488,0.4563685306737572,0.090978013646702,0.6863174666401115,0.4281676597731087,0.4237963400570328,3340,0.6558800315706393,,,,,,1693485155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.61739826,0.62841356,1.4430333,-0.22722855,-1.1562846,-0.61166966,0.95433927,1.7058953,0.8317832,-0.76474285
uukuguy/speechless-codellama-orca-platypus-13b-0.10e,0,1028,0.2875426621160409,0.298313725944179,0.0,0.2588129854610635,0.2535614661346259,0.4927276728925703,3367,0.4972375690607735,,,,,,1693803997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2191671,-0.047379464,2.5427895,0.18059409,-2.0389352,0.47508112,2.355395,0.5571538,-0.66693723,-1.0866101
uukuguy/speechless-codellama-orca-airoboros-13b-0.10e,0,1024,0.2943686006825938,0.3035768140694508,0.0,0.2571200955984863,0.2542667075865983,0.4963684639744407,3349,0.5193370165745856,,,,,,1693820945,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5764372,-0.3965984,2.847134,-0.33393878,-2.168396,0.076937586,2.3691156,0.4613626,-0.34255502,-1.4494724
uukuguy/speechless-codellama-orca-13b,2,1034,0.4436860068259385,0.4482654107120367,0.0598938589840788,0.6519617606054571,0.4345599763852714,0.4593961495535578,3372,0.6400947119179163,,,,,,1693796846,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.62925017,0.7493691,1.658431,-0.19994777,-0.99530286,1.0591009,1.2160668,-0.17055804,-0.03819096,-0.88187766
uukuguy/speechless-codellama-dolphin-orca-platypus-34b,6,1033,0.5247440273037542,0.5252633303329945,0.1470811220621683,0.7412865962955587,0.5346703246942103,0.4713590797559301,3370,0.7324388318863457,,,,,,1694088455,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7584347,0.39187032,0.025220558,-2.097663,0.9783597,0.39764187,0.53984433,0.74363387,1.0062014,-0.019508764
uukuguy/speechless-codellama-34b-v2.0,17,1011,0.5435153583617748,0.525078683072795,0.1159969673995451,0.7565226050587532,0.5467239691268573,0.45211730267295,3355,0.7355958958168903,2.0,,,,,1696413398,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5537538,0.72610706,0.59861344,-4.286408,0.9582369,3.0248322,1.8298255,-3.025195,1.9150589,0.79927623
uukuguy/speechless-codellama-34b-v1.9,0,1023,0.5426621160409556,0.5464438027844561,0.247915087187263,0.7520414260107549,0.561248226580676,0.4392000650701971,3347,0.7355958958168903,1.9,,,,,1696417564,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37179,-1.9384989,-2.1147237,-0.5580097,0.27942106,1.2981577,3.9729679,0.7488001,3.4622755,2.4322045
uukuguy/speechless-code-mistral-orca-7b-v1.0,5,974,0.5964163822525598,0.5624069485125394,0.0826383623957543,0.8225453096992631,0.613277402017999,0.4845050397609622,3369,0.7750591949486977,1.0,,,,,1696806684,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4291972,-0.5278639,-3.1874864,-1.9030658,3.0627038,0.557104,-0.87545735,-1.5467836,0.84791815,1.6073989
