,model_name,model_dtype,ARC,HellaSwag,TruthfulQA,GSM8K,Winogrande,MMLU,Average
449,umd-zhou-lab/claude2-alpaca-13B,torch.float16,0.6117747440273038,0.8420633339972117,0.4502341510939478,0.28278999241849884,0.7679558011049724,0.5592571826522104,0.5856792008823575
450,umd-zhou-lab/recycled-wizardlm-7b-v2.0,torch.float16,0.5494880546075085,0.7785301732722565,0.48285312034788197,0.12357846853677028,0.7150749802683505,0.45785746284122336,0.5178970433123318
451,umd-zhou-lab/recycled-alpaca-7b-v2.0,torch.float16,0.5418088737201365,0.7798247361083449,0.4539882338054229,0.10841546626231995,0.7134964483030781,0.467904393556501,0.5109063586259672
452,arshadshk/Mistral-Hinglish-7B-Instruct-v0.2,torch.bfloat16,0.4035836177474403,0.7197769368651663,0.4996135939586068,0.1281273692191054,0.6629834254143646,0.23116857555371031,0.4408755864597323
453,DUAL-GPO-2/phi-2-gpo-renew2-i0,torch.bfloat16,0.6271331058020477,0.7625970922127067,0.4690868059219712,0.5670962850644428,0.7482241515390686,0.5841265927178605,0.6263773388763496
454,DUAL-GPO-2/phi-2-ipo-renew1,torch.bfloat16,0.6279863481228669,0.7637920732921729,0.45664813574811786,0.5708870356330553,0.7355958958168903,0.5816161767107375,0.6227542775539735
455,DUAL-GPO-2/phi-2-ipo-test-iter-0,torch.bfloat16,0.6075085324232082,0.7493527185819557,0.4366024674450443,0.5519332827899924,0.7348066298342542,0.5765086984568758,0.6094520549218885
456,DUAL-GPO-2/phi-2-gpo-renew2-b0.001-v2-i1,torch.bfloat16,0.6126279863481229,0.7486556462856004,0.4429705139171855,0.55420773313116,0.7474348855564326,0.5803453951278157,0.6143736933943862
457,DUAL-GPO-2/zephyr-7b-gpo-v6-i1,torch.bfloat16,0.6459044368600683,0.8462457677753435,0.48624675478457274,0.3305534495830174,0.7963693764798737,0.6235196119662355,0.6214732329081852
458,DUAL-GPO-2/phi-2-gpo-renew2-b0.001-extra-v2-i1,torch.bfloat16,0.6117747440273038,0.7479585739892451,0.4492673364835596,0.5511751326762699,0.7387529597474349,0.5804383260382519,0.6132278454936776
459,bn999/mistral-4.2B,torch.bfloat16,0.4087030716723549,0.615116510655248,0.44821803712567926,0.11599696739954511,0.6377269139700079,0.4178291619548465,0.44059844379628027
460,gabifg/Grypho-ties-7b,torch.bfloat16,0.6578498293515358,0.8589922326229835,0.6203278513357093,0.5435936315390447,0.8200473559589582,0.6316393883412205,0.6887417148582419
461,lingyun1/GZDX-1.1B,torch.float16,0.3703071672354949,0.5467038438558056,0.4046776502823961,0.09476876421531463,0.5895816890292028,0.35502909522454745,0.3935113683071269
462,lingyun1/GZDX,torch.float16,0.3575085324232082,0.5556662019518024,0.420326292290518,0.10765731614859743,0.584846093133386,0.2519222304563348,0.3796544444006411
463,refine-ai/Power-WizardLM-2-13b,torch.float16,0.6049488054607508,0.8382792272455686,0.5651779296668985,0.2494313874147081,0.7292817679558011,0.615896130904175,0.6005025414413171
464,refine-ai/Power-Llama-3-13b-Instruct,torch.float16,0.6783276450511946,0.8513244373630751,0.6056768016042815,0.37680060652009095,0.7561168113654302,0.6444372510374667,0.6521139254902565
465,refine-ai/Llama3-7b,torch.float16,0.6023890784982935,0.7738498307110138,0.595556332675149,0.4761182714177407,0.7490134175217048,0.6408768632668649,0.6396339656817944
466,Dans-DiscountModels/Dans-07YahooAnswers-7b,torch.float16,0.6151877133105802,0.836885082652858,0.4183936786632435,0.3730098559514784,0.7853196527229677,0.6352394991437365,0.6106725804074773
467,Dans-DiscountModels/TinyLlama-1.1B-FFT-Test2,torch.bfloat16,0.34215017064846415,0.5795658235411273,0.3631613697388407,0.0037907505686125853,0.5880031570639306,0.2553975685537746,0.3553448066857916
468,Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,torch.bfloat16,0.3267918088737201,0.5998805018920533,0.3696758746746233,0.002274450341167551,0.5872138910812944,0.2569394077676188,0.35712932243841294
469,Dans-DiscountModels/TinyMistral-v2.5-MiniPile-Guidelines-E1,torch.float16,0.2645051194539249,0.2568213503286198,0.49848823283731625,0.0,0.4940805051302289,0.23531900339852918,0.2915357018581031
470,Dans-DiscountModels/Mistral-7b-FFT-Test3,torch.bfloat16,0.6023890784982935,0.8236407090221072,0.4435511513265938,0.2676269901440485,0.7782162588792423,0.6219923280785356,0.5895694193248034
471,Dans-DiscountModels/TinyMistral-v2-Test1,torch.float16,0.2150170648464164,0.2678749253136825,0.5030342289474727,0.0,0.48539857932123126,0.23359378394860877,0.284153097062902
472,icefog72/IceTeaRP-7b,torch.float16,0.6697952218430034,0.8612826130252937,0.6243602183451233,0.6019711902956786,0.7884767166535123,0.6396574183241734,0.6975905630811309
473,icefog72/WizardIceLemonTeaRP-32k,torch.float16,0.6561433447098977,0.8539135630352519,0.5830121948947252,0.5420773313115997,0.7703235990528808,0.632906899999332,0.6730628221672812
474,icefog72/IceCaffeLatteRP-7b,torch.bfloat16,0.6902730375426621,0.8669587731527584,0.6116428686201905,0.640636846095527,0.8129439621152328,0.6434092093739108,0.71097744948338
475,icefog72/Kunokukulemonchini-7b,torch.float16,0.6672354948805461,0.8630750846444931,0.6188639164277279,0.6019711902956786,0.7845303867403315,0.6410733123514826,0.69612489755671
476,icefog72/IceCoffeeTest11,torch.float16,0.71160409556314,0.877414857598088,0.7003393636855861,0.6421531463229719,0.824782951854775,0.6353974367039759,0.7319486419547561
477,icefog72/IceMochaccinoRP-7b,torch.bfloat16,0.6800341296928327,0.8541127265484963,0.5621842996261711,0.6072782410917361,0.8058405682715075,0.6277645326246819,0.6895357496425709
478,icefog72/OnlyForTestingIceLatteRP-7b-SmallQloraMerge,torch.bfloat16,0.6988054607508533,0.8643696474805815,0.5928888973439178,0.6322971948445792,0.8168902920284136,0.6462378507755518,0.7085815572039827
479,icefog72/IceCoffeeTest3,torch.float16,0.6808873720136519,0.8654650468034256,0.6273023140721306,0.623199393479909,0.7987371744277821,0.6417364557090383,0.7062212927509895
480,icefog72/WestIceLemonTeaRP-32k-7b,torch.float16,0.6877133105802048,0.8688508265285799,0.6247267753046251,0.6421531463229719,0.8097868981846882,0.6428252895359228,0.7126760410761653
481,icefog72/IceCappuccinoRP-7b,torch.bfloat16,0.6262798634812287,0.8148775144393547,0.47106330721408524,0.4783927217589083,0.7663772691397001,0.5769107772038928,0.6223169088728616
482,icefog72/IceCoffeeTest1,torch.float16,0.6834470989761092,0.8690499900418244,0.6435317762704401,0.6224412433661866,0.8058405682715075,0.6402750769110123,0.71076429230618
483,icefog72/IceLatteRP-7b,torch.bfloat16,0.7005119453924915,0.877414857598088,0.661262094776577,0.6421531463229719,0.8232044198895028,0.6454868508889015,0.7250055524780888
484,icefog72/IceLemonTeaRP-32k-7b,torch.float16,0.6766211604095563,0.8652658832901813,0.6175823425627971,0.6239575435936315,0.7971586424625099,0.6450787176144956,0.7042773816555284
485,icefog72/IceCoffeeTest8,torch.float16,0.6911262798634812,0.8695478988249352,0.6296880891540225,0.6489764973464746,0.8089976322020521,0.6432109334457544,0.7152578884727867
486,icefog72/IceCoffeeTest2,torch.float16,0.6953924914675768,0.8745269866560446,0.6437254202916994,0.6345716451857468,0.8129439621152328,0.6450335303733733,0.7176990060149456
487,qiyinmiss/My_GPT2,torch.float16,0.21928327645051193,0.3158733320055766,0.4073203809998297,0.006823351023502654,0.505130228887135,0.25838030464119544,0.2854684790012919
488,msy127/mnsim-dpo-peftmerged-2-eos,torch.bfloat16,0.5563139931740614,0.77823142800239,0.4637339879535235,0.16906747536012132,0.7624309392265194,0.5125279908865933,0.540384302433868
489,pleisto/yuren-13b-chatml,torch.bfloat16,0.5307167235494881,0.7803226448914559,0.42324311782084495,0.2812736921910538,0.744277821625888,0.5633877386682561,0.5538702897911645
490,padeoe/test-Qwen1.5-0.5B,torch.bfloat16,0.31143344709897613,0.44124676359290976,0.42903360631295284,0.0758150113722517,0.5524861878453039,0.336906174338138,0.35782019842675544
491,OmnicromsBrain/NeuralStar_AlphaWriter_4x7b,torch.float16,0.7022184300341296,0.8830910177255527,0.7169871820878968,0.6300227445034117,0.8200473559589582,0.6459631262732669,0.7330549760972026
492,akjindal53244/Mistral-7B-v0.1-Open-Platypus,torch.bfloat16,0.6237201365187713,0.8508265285799641,0.4732846266548936,0.1728582259287339,0.77663772691397,0.6379097738437478,0.5892061697400134
493,kashif/stack-llama-2,torch.float16,0.5307167235494881,0.785700059749054,0.3875084099562216,0.10007581501137225,0.7403314917127072,0.46799695039202627,0.5020549083951449
494,FelixChao/WestSeverus-7B,torch.float16,0.7030716723549488,0.8746265684126668,0.6289063808843572,0.6974981046247157,0.8358326756116812,0.6497975791222246,0.7316221635017657
495,FelixChao/Cygnus-7B,torch.bfloat16,0.7090443686006825,0.8782115116510655,0.7261410824293602,0.731614859742229,0.819258089976322,0.6380967919147571,0.7503944507190693
496,FelixChao/llama2-13b-math1.1,torch.float16,0.568259385665529,0.8069109739095798,0.4848000930641253,0.1068991660348749,0.744277821625888,0.534339217053812,0.5409144428923015
497,FelixChao/Capricorn-7B-DPO,torch.bfloat16,0.7286689419795221,0.8846843258315077,0.7723177165257333,0.7028051554207733,0.8310970797158642,0.6429497347424821,0.7604204923693137
498,FelixChao/Gemma-10.2B-Coder,torch.bfloat16,0.5870307167235495,0.8203545110535749,0.5243704066589732,0.5011372251705838,0.7837411207576953,0.6195977847580427,0.6393719608537366
499,FelixChao/MathDolphin-7B,torch.bfloat16,0.658703071672355,0.8549093806014738,0.5291514968771067,0.6785443517816527,0.8121546961325967,0.6502066690130623,0.697278277679708
500,FelixChao/vicuna-7B-physics,torch.bfloat16,0.4948805460750853,0.7588129854610636,0.493053362344385,0.04245640636846096,0.6937647987371744,0.465801456810422,0.4914615926327652
501,FelixChao/Sectumsempra-7B-DPO,torch.float16,0.7150170648464164,0.8869747062338179,0.7248679056095357,0.7005307050796058,0.8318863456985004,0.6489566207386449,0.7513722247010869
502,FelixChao/ShadowNeural-7B-ORPO,torch.bfloat16,0.6672354948805461,0.8513244373630751,0.6715902737232007,0.6868840030326004,0.8287292817679558,0.6463987894155898,0.7253603800304947
503,FelixChao/vicuna-33b-coder,torch.float16,0.606655290102389,0.8330013941445927,0.5182738490611815,0.1288855193328279,0.7687450670876085,0.5691889424130079,0.5707916770236011
504,FelixChao/NarutoDolphin-10B,torch.bfloat16,0.6382252559726962,0.841665006970723,0.5912860013096678,0.5943896891584534,0.7750591949486977,0.6284990767411295,0.6781873708502278
505,FelixChao/Sirius-10B,torch.float16,0.7192832764505119,0.8732324238199561,0.6810112131261441,0.6209249431387415,0.8279400157853196,0.6472586175740546,0.7282750816491212
506,FelixChao/WestSeverus-10.7B,torch.float16,0.7218430034129693,0.874726150169289,0.7230180462238235,0.621683093252464,0.8271507498026835,0.6505770047581629,0.7364996746032321
507,FelixChao/vicuna-7B-chemical,torch.bfloat16,0.49829351535836175,0.744174467237602,0.517047214884787,0.03335860500379075,0.6716653512233622,0.4409560274418309,0.48424919685828915
509,FelixChao/Capricorn-7B,torch.bfloat16,0.7244027303754266,0.8840868352917746,0.737632324586191,0.7179681576952237,0.8326756116811366,0.648982095665219,0.7576246258824954
510,FelixChao/NinjaDolphin-7B,torch.bfloat16,0.6561433447098977,0.8535152360087632,0.5494303013121583,0.6785443517816527,0.8026835043409629,0.6442819116793777,0.6974331083054688
511,FelixChao/Faraday-7B,torch.bfloat16,0.7226962457337884,0.8889663413662617,0.730666625087402,0.6724791508718726,0.8531965272296764,0.6468825064879362,0.7524812327961564
512,FelixChao/WizardDolphin-7B,torch.float16,0.6467576791808873,0.8585939055964947,0.5927990044155668,0.6626231993934799,0.7853196527229677,0.6275396133132107,0.695605509103768
513,FelixChao/Voldemort-10B,torch.bfloat16,0.64419795221843,0.8424616610237005,0.5992144173223708,0.599696739954511,0.7703235990528808,0.6287490641393806,0.6807739056185457
514,FelixChao/CodeLlama13B-Finetune-v1,torch.bfloat16,0.45819112627986347,0.6935869348735312,0.4497302161076769,0.10993176648976498,0.6692975532754538,0.45049440131107193,0.4718719997228937
515,FelixChao/Scorpio-7B,torch.float16,0.7133105802047781,0.8849830711013742,0.7250768130559095,0.7187263078089462,0.835043409629045,0.6469714778884648,0.7540186099480862
516,FelixChao/llama2-13b-math1.2,torch.bfloat16,0.5708191126279863,0.8061143198566023,0.4829988104244731,0.10993176648976498,0.7426992896606156,0.5305004899871221,0.5405106315077607
517,FelixChao/NarutoDolphin-7B,torch.bfloat16,0.6382252559726962,0.841665006970723,0.5912860013096678,0.5943896891584534,0.7750591949486977,0.6284990767411295,0.6781873708502278
518,FelixChao/Gemma-10.2B,torch.bfloat16,0.5836177474402731,0.8035251941844254,0.39463024490089504,0.43214556482183475,0.7687450670876085,0.5843819306739687,0.5945076248515009
519,FelixChao/ExtremeDolphin-MoE,torch.float16,0.6510238907849829,0.8606851224855606,0.5727996110770869,0.6588324488248674,0.7868981846882399,0.6375553520650095,0.6946324349876246
520,FelixChao/ShadowNeural-7B-v1,torch.bfloat16,0.7295221843003413,0.8916550487950607,0.7854687353152936,0.6974981046247157,0.846093133385951,0.6438001114911894,0.7656728863187586
521,FelixChao/Severus-7B,torch.float16,0.6843003412969283,0.8688508265285799,0.6136319274258737,0.7270659590598939,0.8089976322020521,0.6519705717446144,0.7258028763763238
522,FelixChao/Patronum-7B,torch.float16,0.7167235494880546,0.8832901812387971,0.7040594573714476,0.6853677028051555,0.8184688239936859,0.6484159933578224,0.7427209513758273
523,FelixChao/WestSeverus-7B-DPO-v2,torch.float16,0.7141638225255973,0.882692690699064,0.7236632495570844,0.7164518574677786,0.8326756116811366,0.6479307313496314,0.7529296605467154
524,FelixChao/Llama-3-Petro-Instruct-v1,torch.bfloat16,0.5665529010238908,0.7655845449113723,0.4643456717729396,0.574677786201668,0.745067087608524,0.6399886005018629,0.626036098670043
525,lightblue/suzume-llama-3-8B-multilingual,torch.bfloat16,0.6075085324232082,0.7948615813582952,0.48701349926756854,0.6156178923426838,0.7616416732438832,0.666158414148644,0.6554669321307139
526,WDong/Qwen1.5-7B-sft-0506_9_8,torch.bfloat16,0.5435153583617748,0.7661820354511053,0.4736232848366676,0.5595147839272175,0.7221783741120757,0.6108070412525158,0.6126368129902261
527,WDong/Qwen1.5-7B-SFT-0425,torch.bfloat16,0.5554607508532423,0.76548496315475,0.495012703934561,0.5928733889310084,0.7087608524072613,0.6122382480721424,0.6216384845588275
528,WDong/qwen1.5-1.8B-seed-sft,torch.bfloat16,0.24744027303754265,0.2961561441943836,0.5161913891095583,0.0,0.5043409629044988,0.24538233634653506,0.30158518426541975
529,WDong/Qwen1.5-7B-sft-0502,torch.bfloat16,0.5511945392491467,0.7717586138219478,0.5071977187291218,0.555724033358605,0.7166535122336227,0.6168256078851196,0.6198923375462605
530,WDong/Qwen1.5-7B-sft-0506_7_7,torch.bfloat16,0.537542662116041,0.7648874726150169,0.49041954305308294,0.5246398786959818,0.7056037884767167,0.5958333161933065,0.6031544435250243
531,WDong/7B-0428,torch.bfloat16,0.5477815699658704,0.7582154949213304,0.47142500414773575,0.5633055344958302,0.7016574585635359,0.6025758306085377,0.6074934821171402
532,seb-c/Psydestroyer-20B,torch.float16,0.6032423208191127,0.8517227643895638,0.5483392894852178,0.000758150113722517,0.7426992896606156,0.5555930751553884,0.5503924816039368
533,kuotient/Seagull-Llama-3-8B-orpo-v0.3,torch.bfloat16,0.5827645051194539,0.813483369846644,0.5429821268978561,0.4632297194844579,0.7829518547750592,0.6544180936948414,0.6399716116363855
534,kuotient/Seagull-Llama-3-8B-orpo-v0.1,torch.bfloat16,0.5861774744027304,0.8174666401115316,0.5488794060695712,0.4655041698256255,0.7829518547750592,0.6538316680740797,0.6424685355430997
535,Herry443/Mistral-7B-KNUT-ref-en,torch.float16,0.38993174061433444,0.7070304720175263,0.48926351753239467,0.444275966641395,0.6345698500394633,0.23116857555371031,0.4827066870664707
536,pszemraj/pythia-31m-KI_v1-2048-scratch,torch.bfloat16,0.23122866894197952,0.2523401712806214,0.5167150030850037,0.0,0.5177584846093133,0.23116857555371031,0.29153515057843804
537,pszemraj/Mistral-v0.3-6B,torch.bfloat16,0.4513651877133106,0.7164907388966342,0.456366398925564,0.08339651250947688,0.7277032359905288,0.5182821297989734,0.492267367305748
538,pszemraj/pythia-31m-simplewiki-scratch-bf16,torch.bfloat16,0.22781569965870307,0.2561242780322645,0.4965451984812921,0.0,0.505130228887135,0.23116857555371031,0.28613066343551746
539,pszemraj/pythia-31m-simplewiki-2048,torch.bfloat16,0.22184300341296928,0.2555267874925314,0.4937215864099608,0.0,0.4940805051302289,0.23116857555371031,0.2827234096665668
540,pszemraj/griffin-llama3t-8L-v0.02-fineweb,torch.bfloat16,0.23464163822525597,0.2548297151961761,0.5032357235279419,0.0,0.48539857932123126,0.23116857555371031,0.2848790386373859
541,pszemraj/distilgpt2-HC3,torch.bfloat16,0.24658703071672355,0.27992431786496713,0.4210133793450917,0.0,0.5035516969218626,0.23945818191161822,0.28175576779337724
542,pszemraj/stablelm-4e1t-2b-v0.1,torch.bfloat16,0.34215017064846415,0.6100378410675165,0.3776245585773978,0.013646702047005308,0.654301499605367,0.379100658904323,0.39614357180834564
543,pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,torch.bfloat16,0.2158703071672355,0.25791674965146383,0.5061947764653536,0.0,0.4861878453038674,0.24986557544178384,0.28600587567161734
544,pszemraj/pythia-6.9b-HC3,torch.float16,0.3651877133105802,0.6176060545708026,0.45049038161175353,0.0,0.6077348066298343,0.2694382709737698,0.38507620451612334
545,pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,torch.bfloat16,0.23122866894197952,0.2566221868153754,0.5131507278308213,0.0,0.4988161010260458,0.23114616960268972,0.2884939757028186
546,pszemraj/griffin-c3t-8L-v0.02-fineweb,torch.bfloat16,0.23293515358361774,0.25721967735510853,0.52105422949193,0.0,0.5098658247829518,0.23116857555371031,0.2920405767945531
547,RoversX/llama-2-7b-hf-small-shards-Samantha-V1-SFT,4bit,0.5315699658703071,0.7771360286795459,0.452817098826332,0.06368460955269144,0.7379636937647988,0.43468063548773545,0.49964200536356845
548,YouKnwMe/Direct-sm-private-e1,torch.bfloat16,0.7252559726962458,0.8897629954192392,0.7280706485937859,0.6793025018953753,0.8382004735595896,0.6454932981998761,0.7510143150606853
549,YouKnwMe/Mistral-7b-instruct-v0.2-private-edw2,torch.float16,0.6979522184300341,0.8732324238199561,0.6382870589790935,0.7225170583775588,0.8089976322020521,0.6489681158527921,0.7316590846102478
550,YouKnwMe/Mistral-7b-instruct-v0.2-private-eds2,torch.float16,0.7312286689419796,0.8922525393347939,0.7224895419988183,0.6550416982562547,0.8468823993685872,0.6411219567981398,0.7481694674497622
551,YouKnwMe/Mistral-7B-Instruct-exp-e2,torch.bfloat16,0.7252559726962458,0.8849830711013742,0.7126457863777319,0.7020470053070508,0.8389897395422258,0.6500225928472143,0.7523240279786405
552,kfkas/Llama-2-ko-7b-Chat,torch.float16,0.4044368600682594,0.6711810396335391,0.354461555693958,0.01288855193328279,0.6685082872928176,0.3019136541651862,0.40223165813117395
553,aivince/alpaca_mistral-7b-v0.2,torch.float16,0.6092150170648464,0.8328022306313483,0.426560839973146,0.3464746019711903,0.7916337805840569,0.6182037855508427,0.6041483759625718
554,S4sch/zephyr-neural-chat-frankenmerge11b,torch.float16,0.6151877133105802,0.8408683529177454,0.6062876441761156,0.07429871114480667,0.7624309392265194,0.6151133536459574,0.5856977857369542
555,eachadea/vicuna-13b,torch.float16,0.5170648464163823,0.7994423421629158,0.526792499290547,0.0758150113722517,0.7103393843725335,0.508358147707632,0.522968705220377
556,eachadea/vicuna-7b-1.1,torch.float16,0.5366894197952219,0.7746464847639912,0.48940747456304606,0.05534495830174375,0.7095501183898973,0.4562882054877963,0.5036544435502828
557,eachadea/vicuna-13b-1.1,torch.float16,0.5273037542662116,0.8013343955387373,0.5207836984948891,0.08642911296436695,0.7419100236779794,0.5193614752036645,0.5328537433576415
558,MexIvanov/zephyr-python-ru-merged,torch.float16,0.560580204778157,0.8205536745668194,0.5280717894644429,0.3252463987869598,0.7695343330702447,0.6020494598339537,0.6010059767500963
559,MexIvanov/zephyr-python-ru,torch.float16,0.5614334470989761,0.8202549292969528,0.5280108433994529,0.3252463987869598,0.7679558011049724,0.6018107978522216,0.6007853695899226
560,kz919/mistral-7b-dpo-open-orca-flan-50k-synthetic-5-models,torch.bfloat16,0.2551194539249147,0.2552280422226648,0.4880571743853537,0.0,0.5019731649565904,0.26822327005009394,0.2947668509232696
561,kz919/mistral-7b-sft-open-orca-flan-50k,torch.bfloat16,0.5878839590443686,0.8191595299741088,0.3749461951546611,0.10310841546626232,0.7797947908445146,0.5571682609966587,0.537010191913429
562,ariellee/SuperPlatty-30B,torch.float16,0.6578498293515358,0.8394742083250348,0.5351557929226954,0.09628506444275967,0.8034727703235991,0.6256870100278202,0.5929874458989075
563,NLPark/Test1_SLIDE,torch.bfloat16,0.5742320819112628,0.7872933678550089,0.5548010957597949,0.6118271417740713,0.7521704814522494,0.638048219183814,0.6530620646560336
564,NLPark/AnFeng_v3_Avocet,torch.bfloat16,0.6774744027303754,0.8743278231428002,0.5862703156317154,0.7399545109931767,0.8113654301499605,0.7479354425631931,0.7395546542018702
565,mlinmg/SG-Raccoon-Yi-200k-2.0,torch.float16,0.6254266211604096,0.8026289583748257,0.5321480379768605,0.3070507960576194,0.7632202052091555,0.732851985988411,0.6272211007945471
566,chlee10/T3Q-MSlerp-7Bx2,torch.float16,0.2841296928327645,0.2546305516829317,0.47282237996457954,0.0,0.5438042620363063,0.25913498901965315,0.3024203125893725
567,chlee10/T3Q-Merge-Mistral7B,torch.float16,0.7295221843003413,0.8914558852818164,0.7795928259236615,0.7005307050796058,0.8500394632991318,0.6443750389723777,0.7659193504761558
568,chlee10/T3Q-Mistral-Orca-Math-dpo-v2.0,torch.float16,0.7329351535836177,0.8929496116311492,0.790363991739449,0.6815769522365428,0.8476716653512234,0.6437535814747262,0.764875159336118
569,chlee10/T3Q-Platypus-MistralM7-7B,torch.float16,0.6416382252559727,0.8516231826329417,0.5998754966374884,0.5981804397270659,0.8153117600631413,0.612903991351609,0.6865888492780364
570,chlee10/T3Q-Platypus-SOLAR,torch.float16,0.6186006825938567,0.8417645887273452,0.5066765475632212,0.43745261561789234,0.823993685872139,0.5371574458378298,0.6276075943687139
571,chlee10/T3Q-Platypus-Mistral7B,torch.float16,0.6313993174061433,0.8440549691296555,0.5185430742867603,0.5875663381349507,0.8129439621152328,0.6070922743097874,0.6669333225637549
572,chlee10/T3Q-platypus-SOLAR-10.7B-v1.0,torch.float16,0.6254266211604096,0.8414658434574785,0.5191281080553253,0.20621683093252463,0.8310970797158642,0.6195052148585972,0.6071399496966999
573,Kquant03/CognitiveFusion-4x7B-bf16-MoE,torch.float16,0.674061433447099,0.8615813582951604,0.6705176476113099,0.5253980288097043,0.7868981846882399,0.6514407187086594,0.6949828952600289
574,Kquant03/Kaltsit-16x7B-bf16,torch.bfloat16,0.734641638225256,0.8891655048795061,0.7562965407935576,0.711144806671721,0.8453038674033149,0.6462044310448566,0.7637927981697019
575,Kquant03/Raiden-16x3.43B,torch.bfloat16,0.4189419795221843,0.6620195180242979,0.3918125472398018,0.024260803639120546,0.6361483820047356,0.2623885163188243,0.39926195779149404
576,Kquant03/Eukaryote-8x7B-bf16,torch.bfloat16,0.6945392491467577,0.8729336785500896,0.6316657951045663,0.7194844579226687,0.823993685872139,0.6514736051452267,0.732348411956908
577,Kquant03/NeuralTrix-7B-dpo-relaser,torch.bfloat16,0.7133105802047781,0.8840868352917746,0.7797569119907752,0.6815769522365428,0.840568271507498,0.640059082024204,0.7565597722092621
578,Kquant03/NeuralTrix-7B-dpo-laser,torch.bfloat16,0.7133105802047781,0.8850826528579964,0.7814534342142354,0.690674753601213,0.8445146014206788,0.6398708444621045,0.7591511444601678
579,Kquant03/Buttercup-V2-bf16,torch.bfloat16,0.7372013651877133,0.885381398127863,0.6947306262348207,0.686125852918878,0.8650355169692187,0.6468418174702129,0.7525527628181177
580,Kquant03/Azathoth-16x7B-bf16,torch.float16,0.7380546075085325,0.8886675960963951,0.6960737340136303,0.6982562547384382,0.8547750591949487,0.6460103598324728,0.7536396018974029
581,Kquant03/DolphinHermesPro-ModelStock,torch.bfloat16,0.6237201365187713,0.8406691894045011,0.4455837254238304,0.4761182714177407,0.7955801104972375,0.6464418559780459,0.6380188815400212
582,Kquant03/FrankenDPO-4x7B-bf16,torch.bfloat16,0.6868600682593856,0.8606851224855606,0.63138491036624,0.6770280515542078,0.835043409629045,0.6492634404515063,0.7233775004576577
583,Kquant03/Buttercup-4x7B-bf16,torch.bfloat16,0.7209897610921502,0.877414857598088,0.672045395418692,0.6982562547384382,0.819258089976322,0.6457512245051944,0.7389525972214809
584,Kquant03/Medusa-7B-bf16,torch.bfloat16,0.60580204778157,0.7998406691894046,0.5573938277943279,0.01819560272934041,0.739542225730071,0.5770995436768458,0.5496456528169266
585,Kquant03/Samlagast-7B-bf16,torch.float16,0.7397610921501706,0.8934475204142601,0.7389964891800441,0.6755117513267627,0.8547750591949487,0.6458242565835091,0.7580526948082825
586,Kquant03/Buttercup-V2-laser,torch.bfloat16,0.7312286689419796,0.8847839075881299,0.6899750707536572,0.6808188021228203,0.8626677190213102,0.6474204301200878,0.7494824330913308
587,Kquant03/Samlagast-7B-laser-bf16,torch.bfloat16,0.7286689419795221,0.8895638319059949,0.7316299369099223,0.6565579984836998,0.8539857932123125,0.6434586140419004,0.750644186088892
588,Kquant03/Nanashi-2x7B-bf16,torch.bfloat16,0.7312286689419796,0.887572196773551,0.7130522065140252,0.6997725549658832,0.8610891870560379,0.6503796709606662,0.7571824142020239
589,Kquant03/Ryu-4x7B-MoE-bf16,torch.bfloat16,0.6646757679180887,0.831009759012149,0.649568492897451,0.4973464746019712,0.7924230465666929,0.6389315346499933,0.6789925126077243
590,Kquant03/BurningBruce-SOLAR-8x10.7B-bf16,torch.bfloat16,0.6911262798634812,0.8781119298944433,0.686693861909958,0.6413949962092494,0.8334648776637726,0.6627484824869715,0.732256738004646
591,Kquant03/Cognito-2x7B-bf16,torch.bfloat16,0.7295221843003413,0.8895638319059949,0.7169537206661909,0.7035633055344959,0.856353591160221,0.6485928403623286,0.7574249123215955
592,Kquant03/CognitiveFusion2-4x7B-BF16,torch.bfloat16,0.7337883959044369,0.8917546305516829,0.7811643444476775,0.7126611068991661,0.8492501973164956,0.6431831454671564,0.7686336367644359
593,Kquant03/Hippolyta-7B-bf16,torch.bfloat16,0.60580204778157,0.7998406691894046,0.5573938277943279,0.01819560272934041,0.739542225730071,0.5770995436768458,0.5496456528169266
594,Kquant03/Prokaryote-8x7B-bf16,torch.bfloat16,0.7372013651877133,0.8817964548894642,0.6778730144008733,0.6952236542835482,0.8303078137332282,0.6496715766068106,0.7453456465169396
595,davanstrien/TinyLlama-1.1B-Chat-v1.0-intel-dpo,torch.float16,0.3583617747440273,0.6129257120095598,0.37376752806468966,0.019711902956785442,0.6101026045777427,0.25046814955628277,0.37088961198484793
596,Knobi3/EvoMerge1,torch.float16,0.3856655290102389,0.5093606851224856,0.4918197252435545,0.0,0.6574585635359116,0.4750361073687794,0.419890101713495
597,Salesforce/codegen-6B-multi,torch.float16,0.2721843003412969,0.41107349133638715,0.4565419940938498,0.009855951478392721,0.5390686661404893,0.2571229218537694,0.32430788754069756
598,Salesforce/codegen-6B-nl,torch.float16,0.4232081911262799,0.6859191396136228,0.34470461273216274,0.021986353297952996,0.664561957379637,0.2593447813552416,0.3999541725841495
