Model,Framework,Scenario,Problem,Runs,Successes
deepseek-r1,react,personalfinance,editRecurringIncome,1,1
deepseek-r1,react,personalfinance,expenseBudgetComparison,1,1
deepseek-r1,react,personalfinance,expenseImport,1,1
deepseek-r1,react,personalfinance,expenseReport,1,0
deepseek-r1,react,personalfinance,expenseSummary,1,1
deepseek-r1,react,personalfinance,expenseTracking,1,1
deepseek-r1,react,personalfinance,exportExpenses,1,1
deepseek-r1,react,personalfinance,exportIncome,1,1
deepseek-r1,react,personalfinance,incomeReport,1,1
deepseek-r1,react,personalfinance,incomeSummary,1,1
deepseek-r1,react,personalfinance,mergeExpenses,1,1
deepseek-r1,react,personalfinance,netBalanceReport,1,1
deepseek-r1,react,personalfinance,netBalanceSummary,1,1
deepseek-r1,react,personalfinance,overBudgetNotification,1,1
deepseek-r1,react,personalfinance,overExpenseNotification,1,1
deepseek-r1,react,personalfinance,predictFutureExpenses,1,1
deepseek-r1,react,personalfinance,predictFutureIncome,1,1
deepseek-r1,react,personalfinance,setFinancialGoal,1,1
deepseek-r1,react,personalfinance,setMonthlyBudget,1,1
deepseek-r1,react,personalfinance,setSavingsTarget,1,1
deepseek-r1,react,personalfinance,splitExpense,1,1
deepseek-r1,react,personalfinance,tagIncomeSources,1,1
deepseek-r1,react,personalfinance,trackFinancialGoal,1,1
deepseek-r1,react,personalfinance,trackIncomeByPaymentMethod,1,1
deepseek-r1,react,petcare,addAllergies,1,1
deepseek-r1,react,petcare,addHealthCheckup,1,1
deepseek-r1,react,petcare,addHealthNotes,1,1
deepseek-r1,react,petcare,addPetMilestones,1,1
deepseek-r1,react,petcare,addPetProfile,1,1
deepseek-r1,react,petcare,addVaccinationRecord,1,1
deepseek-r1,react,petcare,addVetContactInformation,1,0
deepseek-r1,react,petcare,commentOnUpdates,1,1
deepseek-r1,react,petcare,deleteActivityLog,1,1
deepseek-r1,react,petcare,deleteAllergies,1,1
deepseek-r1,react,petcare,deleteAppointmentReminder,1,1
deepseek-r1,react,petcare,deleteCustomReminders,1,1
deepseek-r1,react,petcare,deleteHealthNotes,1,1
deepseek-r1,react,petcare,deleteMedicationReminder,1,1
deepseek-r1,react,petcare,deletePetMilestones,1,1
deepseek-r1,react,petcare,deletePetProfile,1,1
deepseek-r1,react,petcare,deleteTrainingSessionLog,1,1
deepseek-r1,react,petcare,deleteVaccinationRecord,1,1
deepseek-r1,react,petcare,editActivityLog,1,1
deepseek-r1,react,petcare,editAllergies,1,1
deepseek-r1,react,petcare,editAppointmentReminder,1,1
deepseek-r1,react,petcare,editCustomReminders,1,1
deepseek-r1,react,petcare,editHealthCheckup,1,0
deepseek-r1,react,petcare,editHealthNotes,1,1
deepseek-r1,react,petcare,editMedicationReminder,1,1
deepseek-r1,react,petcare,editPetMilestones,1,1
deepseek-r1,react,petcare,editPetProfile,1,1
deepseek-r1,react,petcare,editTrainingSessionLog,1,1
deepseek-r1,react,petcare,editVaccinationRecord,1,1
deepseek-r1,react,petcare,filterActivitiesByType,1,1
deepseek-r1,react,petcare,followAUser,1,1
deepseek-r1,react,petcare,generateHealthReport,1,1
deepseek-r1,react,petcare,likeCommunityUpdates,1,1
deepseek-r1,react,petcare,logDailyActivity,1,1
deepseek-r1,react,petcare,logTrainingSessions,1,1
deepseek-r1,react,petcare,logVaccinationRecord,1,1
deepseek-r1,react,petcare,reportAPost,1,1
deepseek-r1,react,petcare,searchActivityLogs,1,1
deepseek-r1,react,petcare,setAppointmentReminder,1,1
deepseek-r1,react,petcare,setCustomReminders,1,1
deepseek-r1,react,petcare,setMedicationReminder,1,1
deepseek-r1,react,petcare,shareUpdates,1,1
deepseek-r1,react,petcare,trackHealthMetrics,1,1
deepseek-r1,react,petcare,trackSymptoms,1,1
deepseek-r1,react,petcare,viewActivitySummary,1,1
deepseek-r1,react,petcare,viewCommunityUpdates,1,1
deepseek-r1,react,petcare,viewPetMilestones,1,1
deepseek-r1,react,petcare,viewSymptomsLog,1,1
deepseek-r1,react,petcare,viewTrainingSessions,1,1
deepseek-r1,react,petcare,viewUpcomingReminders,1,1
deepseek-r1,react,photogallery,activityFeed,1,1
deepseek-r1,react,photogallery,addPhotoToAlbum,1,1
deepseek-r1,react,photogallery,albumSorting,1,1
deepseek-r1,react,photogallery,albumVisibility,1,1
deepseek-r1,react,photogallery,batchDeletePhotos,1,1
deepseek-r1,react,photogallery,batchTagPhotos,1,1
deepseek-r1,react,photogallery,batchUploadPhotos,1,1
deepseek-r1,react,photogallery,commentOnPhoto,1,1
deepseek-r1,react,photogallery,createAlbum,1,1
deepseek-r1,react,photogallery,deleteAlbum,1,1
deepseek-r1,react,photogallery,deleteComment,1,1
deepseek-r1,react,photogallery,deletePhoto,1,1
deepseek-r1,react,photogallery,downloadAlbum,1,1
deepseek-r1,react,photogallery,downloadPhoto,1,1
deepseek-r1,react,photogallery,duplicatePhotoDetection,1,1
deepseek-r1,react,photogallery,editComment,1,1
deepseek-r1,react,photogallery,editPhotoDetails,1,1
deepseek-r1,react,photogallery,favoritePhoto,1,0
deepseek-r1,react,photogallery,filterPhotosByAlbum,1,1
deepseek-r1,react,photogallery,likePhoto,1,1
deepseek-r1,react,photogallery,notificationSystem,1,1
deepseek-r1,react,photogallery,photoEditingAdjustments,1,1
deepseek-r1,react,photogallery,photoEditingCrop,1,1
deepseek-r1,react,photogallery,photoEditingRotate,1,1
deepseek-r1,react,photogallery,photoGeotagging,1,1
deepseek-r1,react,photogallery,photoMetadataExtraction,1,1
deepseek-r1,react,photogallery,photoResolutionSettings,1,1
deepseek-r1,react,photogallery,photoTagging,1,1
deepseek-r1,react,photogallery,photoUploadLimit,1,1
deepseek-r1,react,photogallery,photoVisibility,1,1
deepseek-r1,react,photogallery,removePhotoFromAlbum,1,1
deepseek-r1,react,photogallery,renameAlbum,1,1
deepseek-r1,react,photogallery,revokeShare,1,1
deepseek-r1,react,photogallery,searchPhotosByDate,1,1
deepseek-r1,react,photogallery,searchPhotosByLocation,1,1
deepseek-r1,react,photogallery,searchPhotosByTag,1,0
deepseek-r1,react,photogallery,shareAlbum,1,1
deepseek-r1,react,photogallery,sharePhoto,1,1
deepseek-r1,react,photogallery,slideshowView,1,1
deepseek-r1,react,photogallery,sortPhotosByDate,1,1
deepseek-r1,react,photogallery,sortPhotosByName,1,1
deepseek-r1,react,photogallery,sortPhotosByTag,1,1
deepseek-r1,react,photogallery,tagRemoval,1,1
deepseek-r1,react,photogallery,unfavoritePhoto,1,1
deepseek-r1,react,photogallery,unlikePhoto,1,0
deepseek-r1,react,photogallery,uploadPhoto,1,1
deepseek-r1,react,photogallery,viewAlbumPhotos,1,1
deepseek-r1,react,photogallery,viewComments,1,1
deepseek-r1,react,photogallery,viewFavoritePhotos,1,1
deepseek-r1,react,photogallery,viewPhotoDetails,1,1
deepseek-r1,react,realestate,addPropertyToListings,1,1
deepseek-r1,react,realestate,calculateMortgagePayments,1,1
deepseek-r1,react,realestate,calculatePropertyValue,1,1
deepseek-r1,react,realestate,compareProperties,1,0
deepseek-r1,react,realestate,contactAgentForViewing,1,1
deepseek-r1,react,realestate,contactPropertyOwner,1,1
deepseek-r1,react,realestate,deletePropertyFromListings,1,1
deepseek-r1,react,realestate,deletePropertyImages,1,1
deepseek-r1,react,realestate,displayCrimeRates,1,1
deepseek-r1,react,realestate,displayNearbyPublicTransport,1,1
deepseek-r1,react,realestate,displayNearbySchools,1,1
deepseek-r1,react,realestate,displayPropertyInvestmentPotential,1,1
deepseek-r1,react,realestate,displayPropertyTaxInformation,1,1
deepseek-r1,react,realestate,displayPropertyUtilitiesInformation,1,0
deepseek-r1,react,realestate,displayWalkabilityScore,1,1
deepseek-r1,react,realestate,editPropertyDetails,1,1
deepseek-r1,react,realestate,filterByAmenities,1,1
deepseek-r1,react,realestate,filterByFurnished,1,1
deepseek-r1,react,realestate,filterByHOAFees,1,1
deepseek-r1,react,realestate,filterByOpenHouses,1,1
deepseek-r1,react,realestate,filterByPetFriendly,1,1
deepseek-r1,react,realestate,filterByPropertyFeatures,1,1
deepseek-r1,react,realestate,filterByPropertyStatus,1,1
deepseek-r1,react,realestate,filterBySquareFootage,1,1
deepseek-r1,react,realestate,filterByYearBuilt,1,1
deepseek-r1,react,realestate,mapIntegration,1,1
deepseek-r1,react,realestate,paginationOfSearchResults,1,1
deepseek-r1,react,realestate,propertyImageGallery,1,1
deepseek-r1,react,realestate,propertyPriceHistory,1,1
deepseek-r1,react,realestate,receivePropertyAlerts,1,1
deepseek-r1,react,realestate,removeFavoriteProperties,1,1
deepseek-r1,react,realestate,retrieveSavedSearches,1,1
deepseek-r1,react,realestate,saveFavoriteProperties,1,1
deepseek-r1,react,realestate,saveSearchCriteria,1,1
deepseek-r1,react,realestate,searchByLocation,1,1
deepseek-r1,react,realestate,searchByMlsNumber,1,1
deepseek-r1,react,realestate,searchByNumberOfBathrooms,1,1
deepseek-r1,react,realestate,searchByNumberOfBedrooms,1,1
deepseek-r1,react,realestate,searchByPriceRange,1,1
deepseek-r1,react,realestate,searchByPropertyOwner,1,1
deepseek-r1,react,realestate,searchByPropertyType,1,1
deepseek-r1,react,realestate,sharePropertyListings,1,1
deepseek-r1,react,realestate,sortByDateListed,1,1
deepseek-r1,react,realestate,sortByPrice,1,1
deepseek-r1,react,realestate,updatePropertyImages,1,0
deepseek-r1,react,realestate,uploadPropertyImages,1,0
deepseek-r1,react,realestate,viewContactFormStatus,1,1
deepseek-r1,react,realestate,viewOpenHouseSchedule,1,1
deepseek-r1,react,realestate,viewPropertyDetails,1,0
deepseek-r1,react,realestate,viewSimilarProperties,1,1
deepseek-r1,react,recipesharing,addCookingTip,1,1
deepseek-r1,react,recipesharing,addIngredientSubstitution,1,1
deepseek-r1,react,recipesharing,addRecipe,1,1
deepseek-r1,react,recipesharing,addRecipeToFavorites,1,1
deepseek-r1,react,recipesharing,bookmarkRecipeSection,1,1
deepseek-r1,react,recipesharing,CalculateRecipeRatings,1,1
deepseek-r1,react,recipesharing,commentOnRecipe,1,1
deepseek-r1,react,recipesharing,deleteIngredientSubstitution,1,1
deepseek-r1,react,recipesharing,deleteRecipe,1,1
deepseek-r1,react,recipesharing,deleteRecipeComment,1,1
deepseek-r1,react,recipesharing,deleteRecipeImage,1,1
deepseek-r1,react,recipesharing,deleteRecipeRating,1,1
deepseek-r1,react,recipesharing,editCookingTip,1,1
deepseek-r1,react,recipesharing,editIngredientSubstitution,1,1
deepseek-r1,react,recipesharing,editRecipe,1,1
deepseek-r1,react,recipesharing,editRecipeComment,1,1
deepseek-r1,react,recipesharing,editRecipeRating,1,1
deepseek-r1,react,recipesharing,editShoppingList,1,0
deepseek-r1,react,recipesharing,filterRecipesByCuisine,1,1
deepseek-r1,react,recipesharing,filterRecipesByDietaryPreferences,1,1
deepseek-r1,react,recipesharing,filterRecipesByIngredient,1,1
deepseek-r1,react,recipesharing,filterRecipesByPreparationTime,1,1
deepseek-r1,react,recipesharing,followUser,1,1
deepseek-r1,react,recipesharing,generateShoppingList,1,1
deepseek-r1,react,recipesharing,likeComment,1,1
deepseek-r1,react,recipesharing,ListFollowedUsers,1,1
deepseek-r1,react,recipesharing,listFollowedUsersRecipes,1,1
deepseek-r1,react,recipesharing,listSavedRecipes,1,1
deepseek-r1,react,recipesharing,listUsersRecipes,1,1
deepseek-r1,react,recipesharing,printRecipe,1,1
deepseek-r1,react,recipesharing,rateRecipe,1,1
deepseek-r1,react,recipesharing,removeRecipeFromFavorites,1,1
deepseek-r1,react,recipesharing,removeSavedRecipe,1,1
deepseek-r1,react,recipesharing,reportComment,1,1
deepseek-r1,react,recipesharing,reportRecipe,1,1
deepseek-r1,react,recipesharing,saveRecipe,1,1
deepseek-r1,react,recipesharing,saveShoppingList,1,1
deepseek-r1,react,recipesharing,searchByCookingTimeRange,1,1
deepseek-r1,react,recipesharing,searchRecipes,1,1
deepseek-r1,react,recipesharing,shareRecipeLink,1,1
deepseek-r1,react,recipesharing,sortRecipesByMostRecent,1,1
deepseek-r1,react,recipesharing,sortRecipesByPopularity,1,1
deepseek-r1,react,recipesharing,sortRecipesByRating,1,1
deepseek-r1,react,recipesharing,unfollowUser,1,1
deepseek-r1,react,recipesharing,unlikeComment,1,1
deepseek-r1,react,recipesharing,uploadRecipeImage,1,0
deepseek-r1,react,recipesharing,validateRecipeFields,1,1
deepseek-r1,react,recipesharing,viewCookingInstructions,1,1
deepseek-r1,react,recipesharing,viewIngredientList,1,1
deepseek-r1,react,recipesharing,viewRecipeDetails,1,1
deepseek-r1,react,socialmedia,commentingOnPosts,1,1
deepseek-r1,react,socialmedia,commentReplies,1,1
deepseek-r1,react,socialmedia,contentArchiving,1,1
deepseek-r1,react,socialmedia,contentFiltering,1,1
deepseek-r1,react,socialmedia,contentRestoration,1,1
deepseek-r1,react,socialmedia,contentSearch,1,1
deepseek-r1,react,socialmedia,coverPhotoUpdate,1,1
deepseek-r1,react,socialmedia,deletingComments,1,1
deepseek-r1,react,socialmedia,editingComments,1,1
deepseek-r1,react,socialmedia,feedCustomization,1,1
deepseek-r1,react,socialmedia,feedManagement,1,1
deepseek-r1,react,socialmedia,feedNotificationSettings,1,1
deepseek-r1,react,socialmedia,feedPostOrdering,1,1
deepseek-r1,react,socialmedia,feedRefresh,1,1
deepseek-r1,react,socialmedia,followingUsers,1,1
deepseek-r1,react,socialmedia,likingPosts,1,1
deepseek-r1,react,socialmedia,notificationForComments,1,1
deepseek-r1,react,socialmedia,notificationForLikes,1,1
deepseek-r1,react,socialmedia,notificationForNewFollowers,1,1
deepseek-r1,react,socialmedia,notificationForNewMessages,1,1
deepseek-r1,react,socialmedia,notificationForPostPins,1,1
deepseek-r1,react,socialmedia,notificationForPostShares,1,1
deepseek-r1,react,socialmedia,notificationForProfileUpdates,1,1
deepseek-r1,react,socialmedia,notificationSettingsUpdate,1,1
deepseek-r1,react,socialmedia,postCreation,1,1
deepseek-r1,react,socialmedia,postDeletion,1,1
deepseek-r1,react,socialmedia,postDraftDeletion,1,1
deepseek-r1,react,socialmedia,postDraftEditing,1,1
deepseek-r1,react,socialmedia,postDraftSaving,1,1
deepseek-r1,react,socialmedia,postEditing,1,0
deepseek-r1,react,socialmedia,postPinning,1,1
deepseek-r1,react,socialmedia,postSharing,1,1
deepseek-r1,react,socialmedia,postUnpinning,1,1
deepseek-r1,react,socialmedia,postVisibility,1,1
deepseek-r1,react,socialmedia,privacySettingsUpdate,1,1
deepseek-r1,react,socialmedia,profileCreation,1,1
deepseek-r1,react,socialmedia,profileDeletion,1,1
deepseek-r1,react,socialmedia,profileEditing,1,1
deepseek-r1,react,socialmedia,profilePictureUpdate,1,1
deepseek-r1,react,socialmedia,profileViewing,1,1
deepseek-r1,react,socialmedia,profileViewingRestrictions,1,1
deepseek-r1,react,socialmedia,taggingUsersInComments,1,1
deepseek-r1,react,socialmedia,taggingUsersInPosts,1,1
deepseek-r1,react,socialmedia,uerActivityLogging,1,1
deepseek-r1,react,socialmedia,unfollowingUsers,1,1
deepseek-r1,react,socialmedia,unlikingPosts,1,1
deepseek-r1,react,socialmedia,userBlocking,1,1
deepseek-r1,react,socialmedia,userMentionNotification,1,1
deepseek-r1,react,socialmedia,userMentionNotificationForComments,1,1
deepseek-r1,react,socialmedia,userUnblocking,1,1
deepseek-r1,react,taskmanagement,addCommentToTask,1,1
deepseek-r1,react,taskmanagement,approveOrRejectTaskReview,1,1
deepseek-r1,react,taskmanagement,assignTaskToProject,1,1
deepseek-r1,react,taskmanagement,assignTaskToUser,1,1
deepseek-r1,react,taskmanagement,attachFileToTask,1,1
deepseek-r1,react,taskmanagement,changeAssignedUser,1,1
deepseek-r1,react,taskmanagement,changeTaskDeadline,1,1
deepseek-r1,react,taskmanagement,cloneTask,1,1
deepseek-r1,react,taskmanagement,compareTime,1,1
deepseek-r1,react,taskmanagement,createSubtask,1,1
deepseek-r1,react,taskmanagement,createTask,1,1
deepseek-r1,react,taskmanagement,customNotificationsForUsers,1,1
deepseek-r1,react,taskmanagement,logTime,1,1
deepseek-r1,react,taskmanagement,projectArchiving,1,1
deepseek-r1,react,taskmanagement,projectAssignment,1,1
deepseek-r1,react,taskmanagement,projectBudgetSetup,1,1
deepseek-r1,react,taskmanagement,projectCreation,1,1
deepseek-r1,react,taskmanagement,projectCustomWorkflows,1,1
deepseek-r1,react,taskmanagement,projectDashboardViewing,1,1
deepseek-r1,react,taskmanagement,projectMilestoneAddition,1,1
deepseek-r1,react,taskmanagement,projectReportGeneration,1,1
deepseek-r1,react,taskmanagement,projectTemplateCreation,1,1
deepseek-r1,react,taskmanagement,recurringTask,1,1
deepseek-r1,react,taskmanagement,removeTaskDependencies,1,1
deepseek-r1,react,taskmanagement,reopenTask,1,1
deepseek-r1,react,taskmanagement,requestTaskReview,1,1
deepseek-r1,react,taskmanagement,setTaskDeadline,1,1
deepseek-r1,react,taskmanagement,setTaskDependencies,1,1
deepseek-r1,react,taskmanagement,setTaskPriority,1,1
deepseek-r1,react,taskmanagement,setUserRoles,1,1
deepseek-r1,react,taskmanagement,stopTaskRecurrence,1,1
deepseek-r1,react,taskmanagement,taskCalendarSync,1,1
deepseek-r1,react,taskmanagement,taskCompletion,1,1
deepseek-r1,react,taskmanagement,taskExportToCsv,1,1
deepseek-r1,react,taskmanagement,taskFilterDueDate,1,1
deepseek-r1,react,taskmanagement,taskFilterStatus,1,1
deepseek-r1,react,taskmanagement,taskFilterUser,1,1
deepseek-r1,react,taskmanagement,taskImportFromCsv,1,1
deepseek-r1,react,taskmanagement,taskPermissions,1,1
deepseek-r1,react,taskmanagement,taskResourcesAllocation,1,1
deepseek-r1,react,taskmanagement,taskSlaManagement,1,1
deepseek-r1,react,taskmanagement,taskSortDueDate,1,1
deepseek-r1,react,taskmanagement,taskSortPriority,1,1
deepseek-r1,react,taskmanagement,taskThirdPartyIntegration,1,1
deepseek-r1,react,taskmanagement,updateTaskProgress,1,1
deepseek-r1,react,taskmanagement,userAvailability,1,1
deepseek-r1,react,taskmanagement,userMentionsInComments,1,1
deepseek-r1,react,taskmanagement,viewProjectProgress,1,1
deepseek-r1,react,taskmanagement,viewTaskHistory,1,1
deepseek-r1,react,taskmanagement,viewUserPerformanceMetrics,1,1
deepseek-r1,react,travelplanning,addCustomEvents,1,1
deepseek-r1,react,travelplanning,addFlightsToItinerary,1,0
deepseek-r1,react,travelplanning,addHotelsToItinerary,1,1
deepseek-r1,react,travelplanning,applyFlightDiscount,1,0
deepseek-r1,react,travelplanning,applyHotelDiscount,1,1
deepseek-r1,react,travelplanning,applyLoyaltyPoints,1,1
deepseek-r1,react,travelplanning,calculateFlightCost,1,1
deepseek-r1,react,travelplanning,calculateHotelCost,1,1
deepseek-r1,react,travelplanning,calculateItineraryCost,1,1
deepseek-r1,react,travelplanning,cancelFlightBooking,1,1
deepseek-r1,react,travelplanning,cancelHotelBooking,1,1
deepseek-r1,react,travelplanning,checkRoomAvailability,1,1
deepseek-r1,react,travelplanning,checkSeatAvailability,1,1
deepseek-r1,react,travelplanning,customerSupport,1,1
deepseek-r1,react,travelplanning,filterFlights,1,0
deepseek-r1,react,travelplanning,filterHotels,1,1
deepseek-r1,react,travelplanning,flightSearchAndBooking,1,0
deepseek-r1,react,travelplanning,handleBookingModifications,1,1
deepseek-r1,react,travelplanning,multipleUserProfiles,1,1
deepseek-r1,react,travelplanning,notifyTravelAdvisories,1,1
deepseek-r1,react,travelplanning,offerLoyaltyProgramBenefits,1,1
deepseek-r1,react,travelplanning,offerTravelTips,1,1
deepseek-r1,react,travelplanning,optimizeItinerary,1,1
deepseek-r1,react,travelplanning,priceComparison,1,1
deepseek-r1,react,travelplanning,provideDestinationRecommendations,1,0
deepseek-r1,react,travelplanning,provideWeatherForecasts,1,0
deepseek-r1,react,travelplanning,recommendPackingLists,1,0
deepseek-r1,react,travelplanning,recommendRestaurants,1,1
deepseek-r1,react,travelplanning,recommendTransportationOptions,1,0
deepseek-r1,react,travelplanning,removeItemsFromItinerary,1,1
deepseek-r1,react,travelplanning,retrieveBookingHistory,1,1
deepseek-r1,react,travelplanning,retrieveRecentFlightSearches,1,1
deepseek-r1,react,travelplanning,retrieveRecentHotelSearches,1,1
deepseek-r1,react,travelplanning,saveAndRetrieveItineraries,1,1
deepseek-r1,react,travelplanning,savePreferredFlights,1,1
deepseek-r1,react,travelplanning,savePreferredHotels,1,0
deepseek-r1,react,travelplanning,searchHotels,1,1
deepseek-r1,react,travelplanning,sendItineraryUpdates,1,1
deepseek-r1,react,travelplanning,shareItinerary,1,1
deepseek-r1,react,travelplanning,sortFlights,1,1
deepseek-r1,react,travelplanning,sortHotels,1,1
deepseek-r1,react,travelplanning,suggestActivities,1,1
deepseek-r1,react,travelplanning,suggestTravelInsurance,1,1
deepseek-r1,react,travelplanning,trackBookingStatus,1,0
deepseek-r1,react,travelplanning,userPreferences,1,1
deepseek-r1,react,travelplanning,validateFlightDetails,1,1
deepseek-r1,react,travelplanning,validateHotelDetails,1,1
deepseek-r1,react,travelplanning,validateItineraryConflicts,1,1
deepseek-r1,react,travelplanning,validatePaymentInformation,1,1
deepseek-r1,react,travelplanning,validateUserInput,1,1
deepseek-r1,react,weather,fetch48hourForecast,1,1
deepseek-r1,react,weather,fetchAirQualityAlerts,1,0
deepseek-r1,react,weather,fetchBlizzardWarnings,1,0
deepseek-r1,react,weather,fetchCurrentAirQualityIndex,1,1
deepseek-r1,react,weather,fetchCurrentCloudCover,1,1
deepseek-r1,react,weather,fetchCurrentDewPoint,1,1
deepseek-r1,react,weather,fetchCurrentHumidity,1,1
deepseek-r1,react,weather,fetchCurrentPressure,1,1
deepseek-r1,react,weather,fetchCurrentTemperature,1,1
deepseek-r1,react,weather,fetchCurrentUVIndex,1,1
deepseek-r1,react,weather,fetchCurrentVisibility,1,1
deepseek-r1,react,weather,fetchCurrentWeatherDescription,1,1
deepseek-r1,react,weather,fetchCurrentWindSpeed,1,1
deepseek-r1,react,weather,fetchDailyForecast,1,1
deepseek-r1,react,weather,fetchExtremeHeatWarnings,1,0
deepseek-r1,react,weather,fetchFloodWarnings,1,0
deepseek-r1,react,weather,fetchFortnightlyForecast,1,1
deepseek-r1,react,weather,fetchHourlyForecast,1,1
deepseek-r1,react,weather,fetchHurricaneWarnings,1,0
deepseek-r1,react,weather,fetchLongtermSeasonalForecast,1,1
deepseek-r1,react,weather,fetchMonthlyForecast,1,1
deepseek-r1,react,weather,fetchNextDayForecast,1,1
deepseek-r1,react,weather,fetchSevereThunderstormWarnings,1,0
deepseek-r1,react,weather,fetchSevereWeatherAlerts,1,1
deepseek-r1,react,weather,fetchShorttermForecast,1,1
deepseek-r1,react,weather,fetchTornadoWarnings,1,0
deepseek-r1,react,weather,fetchTsunamiWarnings,1,0
deepseek-r1,react,weather,fetchWeatherByCityName,1,1
deepseek-r1,react,weather,fetchWeatherByCountry,1,1
deepseek-r1,react,weather,fetchWeatherByGPSCoordinates,1,1
deepseek-r1,react,weather,fetchWeatherByRegion,1,1
deepseek-r1,react,weather,fetchWeatherByZIPCode,1,1
deepseek-r1,react,weather,fetchWeatherForCustomLocations,1,1
deepseek-r1,react,weather,fetchWeatherForFavoriteLocations,1,1
deepseek-r1,react,weather,fetchWeatherForMultipleLocations,1,1
deepseek-r1,react,weather,fetchWeatherForSpecificLandmark,1,1
deepseek-r1,react,weather,fetchWeatherForUsersCurrentLocation,1,1
deepseek-r1,react,weather,fetchWeekendForecast,1,1
deepseek-r1,react,weather,fetchWeeklyForecast,1,1
deepseek-r1,react,weather,fetchWildfireAlerts,1,0
deepseek-r1,react,weather,storeUserAirQualityIndexPreference,1,1
deepseek-r1,react,weather,storeUserForecastUpdateIntervalPreference,1,1
deepseek-r1,react,weather,storeUserLanguagePreference,1,1
deepseek-r1,react,weather,storeUserLocationPreference,1,1
deepseek-r1,react,weather,storeUserNotificationSettings,1,1
deepseek-r1,react,weather,storeUserSevereWeatherAlertPreference,1,1
deepseek-r1,react,weather,storeUserTemperatureUnitPreference,1,1
deepseek-r1,react,weather,storeUserThemePreference,1,1
deepseek-r1,react,weather,storeUserUVIndexPreference,1,1
deepseek-r1,react,weather,storeUserWindSpeedUnitPreference,1,1
deepseek-r1-distill-qwen-32b,react,blogging,addAltTextToImage,1,1
deepseek-r1-distill-qwen-32b,react,blogging,addCanonicalUrl,1,1
deepseek-r1-distill-qwen-32b,react,blogging,addComment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,addMetaDescription,1,1
deepseek-r1-distill-qwen-32b,react,blogging,addMetaKeywords,1,1
deepseek-r1-distill-qwen-32b,react,blogging,addMetaTitle,1,1
deepseek-r1-distill-qwen-32b,react,blogging,addSitemap,1,0
deepseek-r1-distill-qwen-32b,react,blogging,addStructuredData,1,0
deepseek-r1-distill-qwen-32b,react,blogging,analyzeCommentSentiment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,analyzeKeywordDensity,1,0
deepseek-r1-distill-qwen-32b,react,blogging,analyzeReaderEngagement,1,0
deepseek-r1-distill-qwen-32b,react,blogging,approveRejectComments,1,0
deepseek-r1-distill-qwen-32b,react,blogging,assignPostToCategory,1,0
deepseek-r1-distill-qwen-32b,react,blogging,assignTagsToPost,1,0
deepseek-r1-distill-qwen-32b,react,blogging,checkForBrokenLinks,1,0
deepseek-r1-distill-qwen-32b,react,blogging,createBlogPost,1,0
deepseek-r1-distill-qwen-32b,react,blogging,createCategory,1,0
deepseek-r1-distill-qwen-32b,react,blogging,createTag,1,1
deepseek-r1-distill-qwen-32b,react,blogging,deleteBlogPost,1,1
deepseek-r1-distill-qwen-32b,react,blogging,deleteCategory,1,0
deepseek-r1-distill-qwen-32b,react,blogging,deleteComment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,deleteTag,1,1
deepseek-r1-distill-qwen-32b,react,blogging,dislikeComment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,draftBlogPost,1,0
deepseek-r1-distill-qwen-32b,react,blogging,editBlogPost,1,0
deepseek-r1-distill-qwen-32b,react,blogging,editCategory,1,0
deepseek-r1-distill-qwen-32b,react,blogging,editComment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,editTag,1,0
deepseek-r1-distill-qwen-32b,react,blogging,likeComment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,postPerformanceReport,1,0
deepseek-r1-distill-qwen-32b,react,blogging,publishBlogPost,1,0
deepseek-r1-distill-qwen-32b,react,blogging,replyToComment,1,1
deepseek-r1-distill-qwen-32b,react,blogging,reportComment,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrieveAllBlogPosts,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrieveCommentCount,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrieveComments,1,1
deepseek-r1-distill-qwen-32b,react,blogging,retrieveDraftBlogPosts,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrieveOverallSiteAnalytics,1,1
deepseek-r1-distill-qwen-32b,react,blogging,retrievePostAnalytics,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrievePostsByCategory,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrievePostsByTag,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrievePublishedBlogPosts,1,0
deepseek-r1-distill-qwen-32b,react,blogging,retrieveScheduledBlogPosts,1,1
deepseek-r1-distill-qwen-32b,react,blogging,schedulePostForPublication,1,0
deepseek-r1-distill-qwen-32b,react,blogging,seoAuditReport,1,0
deepseek-r1-distill-qwen-32b,react,blogging,trackBounceRate,1,0
deepseek-r1-distill-qwen-32b,react,blogging,trackPostLikesAndDislikes,1,1
deepseek-r1-distill-qwen-32b,react,blogging,trackPostShares,1,0
deepseek-r1-distill-qwen-32b,react,blogging,trackPostViews,1,0
