model_name,task,n_shot,performance
open-sci/open-sci-ref-v0.01-1.7b-nemotron-cc-hq-1T-4096,belebele_ita_Latn,5,0.30333333333333334
HuggingFaceTB/SmolLM2-1.7B,xwinograd,0,0.7289278489548213
open-sci/open-sci-ref-v0.01-1.7b-nemotron-cc-hq-1T-4096,global_mmlu_full_de,5,0.30957128614157525
google/gemma-3-4b-it,include_base_44_lithuanian,0,0.5056179775280899
HuggingFaceTB/SmolLM3-3B,global_mmlu_full_it,5,0.5514883919669563
open-sci/open-sci-ref-v0.01-1.7b-nemotron-cc-hq-1T-4096,belebele_lvs_Latn,5,0.3011111111111111
HuggingFaceTB/SmolLM2-1.7B,belebele_ron_Latn,5,0.3711111111111111
open-sci/open-sci-ref-v0.01-1.7b-nemotron-cc-hq-1T-4096,include_base_44_albanian,0,0.2831215970961887
Qwen/Qwen3-1.7B,belebele_slv_Latn,5,0.6611111111111111
google/gemma-3-4b-it,global_mmlu_full_lt,5,0.4684517874946589
google/gemma-3-4b-it,include_base_44_german,0,0.381294964028777
Qwen/Qwen3-1.7B,global_mmlu_full_lt,5,0.4099843327161373
HuggingFaceTB/SmolLM3-3B,include_base_44_serbian,0,0.40545454545454546
HuggingFaceTB/SmolLM2-1.7B,include_base_44_italian,0,0.29927007299270075
