id,class
163222,low
219982,medium
269487,medium
62931,low
336147,medium
96768,medium
224055,medium
499770,medium
75858,medium
383538,medium
424529,medium
487132,low
472277,medium
455444,medium
204623,low
143510,low
189348,medium
128351,medium
27066,medium
426305,medium
127353,medium
318463,medium
14491,medium
123395,low
428283,medium
471293,medium
364431,low
12792,medium
182580,medium
199540,medium
87321,medium
205415,medium
481091,low
35940,medium
47347,low
342932,medium
332834,medium
188461,medium
334763,low
380147,low
476312,low
35274,medium
49687,medium
272772,medium
63335,medium
250094,low
88852,medium
103937,low
212543,low
428396,medium
428269,medium
224153,low
96906,low
378485,medium
414911,medium
168789,low
34268,low
435824,medium
332943,medium
320457,medium
284149,medium
480471,low
489841,low
430118,medium
38660,medium
241439,medium
406459,medium
374556,low
166038,medium
142380,medium
450710,medium
370956,medium
304425,medium
42896,low
459150,medium
213539,low
132350,medium
80881,medium
361310,low
469953,low
491153,medium
218085,medium
90237,low
251185,medium
16831,medium
241725,medium
151244,medium
73461,medium
353922,medium
298518,low
64966,medium
29068,medium
445627,low
132440,medium
454232,medium
290597,low
5991,medium
145532,medium
350398,medium
335410,medium
194424,medium
12797,medium
244560,medium
292005,medium
89176,medium
392001,low
259641,low
476426,medium
200437,low
91054,medium
273613,low
339872,low
243098,low
180849,medium
285178,medium
387212,medium
286181,medium
201232,low
381442,medium
231854,medium
460085,low
126207,medium
411556,low
482648,medium
262975,low
334178,medium
2704,low
438089,medium
109112,medium
26786,medium
455609,low
17775,medium
507938,low
350476,low
866,medium
130073,low
412324,low
332337,low
143795,medium
395411,medium
253471,low
409590,medium
235758,medium
401848,low
493969,medium
394635,low
259228,medium
407651,medium
376107,medium
7709,medium
429106,low
21883,medium
56306,medium
140266,medium
409357,medium
322078,low
301999,medium
265169,medium
319212,low
344958,medium
172102,medium
154415,medium
289573,medium
307948,medium
317727,medium
282645,low
307616,medium
410830,medium
406035,medium
201029,low
342034,medium
444905,low
512832,medium
199404,medium
232687,medium
184169,medium
516049,low
425230,medium
11566,medium
84722,medium
237688,medium
425233,low
360129,medium
1220,low
31102,medium
294199,medium
102543,low
114196,medium
92629,medium
421672,medium
19581,low
301030,medium
293276,medium
264442,medium
81553,medium
404014,medium
455696,medium
505634,medium
270277,low
22037,medium
64868,medium
229933,medium
466,medium
173275,medium
378122,medium
432962,medium
443992,low
310238,medium
332576,medium
193630,low
457275,medium
288092,medium
505800,medium
471623,medium
192313,medium
487328,medium
333544,medium
507915,medium
282929,low
165136,medium
4270,medium
351241,medium
106168,medium
370752,low
517490,medium
262013,medium
205514,low
299053,low
379644,low
406505,medium
228382,medium
449229,low
220771,medium
187652,low
362381,medium
299258,low
68874,medium
325332,medium
211258,low
440983,low
232355,medium
180188,medium
75455,medium
4712,low
234866,low
54282,medium
272215,medium
299566,medium
338187,medium
461450,medium
77218,medium
290385,medium
86676,low
200370,medium
31157,medium
160588,medium
204590,medium
8077,medium
372752,low
112075,low
292646,low
466982,low
465627,medium
260111,medium
179696,medium
285153,low
500529,medium
297894,medium
357035,medium
260075,medium
387894,medium
139659,low
362558,medium
151427,medium
166314,medium
262432,medium
303231,low
317074,low
59769,low
225024,low
135100,low
436035,medium
234252,medium
486968,low
98923,medium
408488,low
387126,medium
198837,medium
282201,medium
35033,medium
148550,medium
327362,low
214701,medium
336029,medium
426912,medium
328364,medium
162714,medium
58044,medium
238936,low
168497,low
492329,medium
389864,low
137642,medium
489093,low
330935,medium
14502,medium
193195,medium
284035,medium
294000,medium
496981,medium
422904,medium
40632,medium
443423,medium
199078,low
63650,medium
490116,medium
492672,medium
489696,low
462903,medium
199837,medium
301596,medium
160027,medium
353515,medium
121850,medium
179092,medium
202135,medium
355303,medium
394622,medium
277439,low
154629,medium
353541,medium
158672,medium
182073,medium
130214,medium
154080,medium
316600,low
183253,medium
121699,medium
157815,medium
494913,medium
170816,medium
206133,medium
338373,medium
83719,medium
151960,medium
152567,medium
413174,medium
393930,medium
323153,low
472747,low
475169,medium
416648,low
270069,medium
446134,medium
142637,low
113641,medium
399011,medium
173948,low
251811,low
196587,medium
287954,low
400135,medium
462673,medium
159014,medium
365669,medium
220099,low
241651,medium
39416,low
326695,medium
135493,medium
508915,medium
273376,medium
59158,medium
323092,low
72156,medium
305664,medium
303567,medium
456948,medium
186695,low
404147,medium
322746,medium
350976,medium
1886,low
179277,medium
315325,medium
133794,medium
438009,medium
62091,medium
244224,medium
374363,medium
500593,low
28104,low
438631,medium
264309,medium
112372,medium
26006,medium
243568,medium
314428,low
241893,medium
426031,low
135396,low
151481,low
142123,medium
457160,low
378804,medium
196301,medium
382525,medium
313347,medium
309562,medium
86519,medium
231020,medium
116847,medium
218391,medium
118145,medium
358845,medium
107661,medium
150809,low
485244,low
490778,medium
471167,medium
24993,medium
397888,low
54504,low
458657,medium
485217,low
204795,medium
343117,medium
186945,medium
69879,low
186138,low
64635,medium
514867,medium
512676,medium
101672,low
181798,low
381779,medium
282135,low
23576,medium
41980,low
192541,low
333729,medium
81,low
74915,medium
386675,medium
271461,low
121414,medium
395557,medium
514241,medium
263515,medium
246589,low
291003,low
433974,low
177039,medium
194050,medium
63996,medium
430343,low
364781,medium
56139,medium
328338,medium
132376,medium
337506,medium
107914,medium
74892,medium
370917,low
304914,low
286064,medium
214729,low
107302,medium
343108,low
205422,medium
263967,medium
244958,medium
154075,medium
249386,medium
150541,medium
349143,medium
157686,medium
136755,low
329114,medium
489478,low
469038,low
128730,low
294415,medium
308454,low
3185,medium
227635,medium
117292,low
190708,high
497787,low
271092,medium
30965,low
224238,high
33789,medium
336068,medium
2455,medium
118612,medium
371306,low
146518,medium
93202,low
152321,high
340834,medium
494995,low
385956,medium
91943,medium
296693,medium
43828,low
371454,medium
129483,medium
63582,medium
87252,medium
504297,medium
477961,medium
308322,medium
179189,medium
141604,low
358099,low
12334,low
280704,medium
413764,medium
54061,low
426231,medium
130916,medium
11872,low
19894,medium
312002,medium
398537,medium
468802,medium
365684,medium
229001,high
42892,medium
256386,medium
323096,medium
285136,low
505674,medium
355809,low
500424,low
123194,medium
337878,medium
125624,medium
239565,medium
244837,medium
64780,medium
344447,low
157757,medium
158201,low
457018,medium
219747,low
166399,low
42649,medium
510593,low
504974,high
474234,high
380046,medium
39936,low
183108,low
333637,low
176884,medium
288240,low
204778,medium
512628,medium
67506,low
376239,low
396881,medium
490996,medium
217344,medium
109884,medium
448386,medium
435260,medium
5197,low
9374,low
406091,medium
271341,medium
251014,medium
13334,medium
436584,low
97321,low
73296,medium
255487,low
409916,medium
242767,low
390831,high
315791,medium
11561,medium
302976,low
259002,low
203888,medium
293442,low
436231,low
266928,low
155791,medium
274854,medium
64036,low
243380,medium
436223,low
58608,medium
200825,medium
224379,medium
78764,medium
315889,low
508039,medium
247791,low
39902,low
374136,medium
285807,medium
119896,medium
492781,medium
422473,low
434603,medium
160560,low
278073,low
324688,medium
74403,medium
214874,medium
324219,medium
505136,low
397468,medium
264263,medium
82329,low
366416,medium
199155,medium
285837,medium
457591,medium
213006,medium
17245,low
442612,medium
516387,medium
513171,medium
413387,low
486498,medium
273240,medium
17983,low
375183,low
54960,medium
452556,medium
235927,medium
235320,medium
37391,medium
427526,medium
10437,medium
49017,medium
36070,medium
76080,medium
467696,medium
281184,low
479267,medium
236186,medium
424810,medium
67166,medium
190663,low
92230,medium
131312,low
427701,medium
498809,medium
331830,medium
90603,medium
420841,medium
334958,medium
452804,medium
15181,low
260644,low
102182,medium
58934,low
160231,medium
192238,medium
86055,medium
484813,low
390286,medium
345786,medium
460822,medium
486882,medium
39400,medium
395027,low
412051,medium
201461,medium
401241,medium
173043,medium
323049,low
55206,medium
503652,low
141445,low
448168,low
187841,high
221887,medium
116885,low
302370,medium
397816,medium
476773,medium
462142,low
437003,low
350534,medium
107161,medium
17811,medium
363299,medium
509779,medium
44516,low
106130,medium
389089,low
49196,medium
350437,medium
296824,medium
84042,low
278560,medium
62848,medium
274973,medium
419075,medium
90836,medium
475248,medium
461123,medium
140591,medium
403622,medium
468174,medium
83007,medium
160838,medium
283375,low
480104,medium
390793,medium
79391,low
160153,medium
15562,medium
357504,low
19368,low
479521,medium
346669,medium
393483,medium
173085,medium
131874,low
115618,medium
74055,medium
4661,medium
257645,low
514206,medium
35089,medium
463584,medium
286324,low
167430,medium
140154,medium
475971,low
185495,low
121669,medium
356299,medium
248981,medium
199008,medium
47482,medium
495611,low
379984,medium
74792,low
84768,low
80276,low
277040,medium
322911,low
203837,medium
322192,medium
249995,medium
211008,medium
477381,medium
310438,medium
251033,medium
446457,medium
486969,medium
112171,low
5795,medium
203828,medium
139144,low
361276,low
399078,low
302532,medium
385275,medium
147100,medium
153117,medium
203546,medium
346961,medium
149249,medium
502306,medium
116646,medium
167005,medium
174331,medium
198663,medium
492764,medium
437245,medium
225003,medium
342967,low
357806,medium
371197,medium
248143,medium
285118,medium
14907,medium
120383,medium
448179,medium
173673,medium
49279,medium
101486,medium
68940,low
331736,medium
404304,medium
10153,medium
280841,medium
26205,low
509246,medium
72182,medium
385619,medium
226552,medium
343431,medium
221418,medium
20824,low
240719,low
311892,medium
259072,low
485333,medium
226910,medium
425989,medium
127647,medium
17176,medium
98237,low
408830,medium
240170,medium
490923,medium
188147,low
202365,medium
80390,medium
36813,medium
60742,low
309616,low
429585,low
296962,medium
494914,medium
322760,medium
491949,medium
240723,medium
157075,medium
132092,low
250474,low
18294,medium
231455,low
57999,medium
149015,medium
332669,medium
39778,low
45905,low
231250,medium
482805,medium
379627,low
428118,low
87310,medium
176879,medium
489580,medium
440761,low
479102,medium
31039,low
337299,medium
260264,low
410379,low
209215,low
512795,medium
238570,medium
495055,high
12982,low
450012,low
232086,medium
104378,medium
353450,medium
446529,medium
115811,low
460948,medium
169409,medium
242494,medium
396148,medium
222147,medium
327937,medium
506830,low
212589,medium
219841,low
375151,medium
162069,medium
55721,medium
421254,medium
305137,medium
479868,medium
25813,medium
1407,medium
513985,medium
202307,low
173049,medium
16624,low
273425,medium
448879,medium
289544,medium
185064,low
307865,medium
254388,low
304510,low
448582,low
242238,medium
92569,medium
502874,medium
184260,medium
435091,medium
390915,medium
309684,medium
57798,medium
458283,low
330623,medium
22997,low
263265,medium
202816,low
323656,low
374895,medium
39549,medium
326433,low
292223,medium
91871,medium
90665,medium
245696,low
29572,medium
57325,low
342401,medium
365620,medium
217424,medium
32267,medium
233488,medium
390888,medium
349496,medium
282817,medium
505640,medium
304745,low
179781,low
494513,medium
472226,medium
468407,low
231292,medium
231412,low
430951,medium
81570,medium
14681,medium
12556,medium
465063,low
404863,low
397059,medium
230286,low
184387,medium
151395,medium
36596,low
283101,medium
94682,low
244311,medium
311916,medium
318885,medium
266163,medium
468204,medium
316607,medium
137055,low
495795,low
88735,medium
158242,medium
104727,medium
148144,medium
360724,medium
52649,medium
179624,low
453006,medium
135079,medium
329373,medium
74508,medium
250992,medium
439946,medium
466009,medium
74618,medium
236040,medium
5497,medium
506935,medium
40406,medium
424736,medium
281552,medium
172567,medium
361442,low
293592,medium
102356,medium
254712,medium
51476,medium
339091,medium
386178,low
60984,medium
236197,high
346951,medium
36162,low
151048,medium
378241,medium
422335,medium
172445,low
382190,medium
460542,medium
173926,low
371294,low
397250,high
420584,low
301323,low
175624,medium
272136,medium
265370,low
263371,low
442272,medium
16616,medium
319028,medium
353595,medium
34639,medium
432389,medium
332632,medium
374726,medium
466231,low
283852,low
199838,medium
413911,medium
154603,medium
314274,medium
53844,medium
98750,medium
255322,medium
142528,medium
272812,low
271853,medium
195620,medium
130027,medium
498813,medium
119275,low
182863,medium
270281,medium
243535,low
88271,medium
416059,medium
395355,medium
328986,medium
105771,medium
42002,medium
499806,low
158911,low
305657,medium
277849,low
273243,low
288009,medium
391663,medium
58903,medium
480733,medium
159555,low
279115,medium
33228,low
15205,medium
342378,low
489015,low
209352,low
106610,low
363867,medium
134460,medium
237904,low
425070,medium
514971,medium
70194,medium
340616,medium
383670,medium
303963,medium
358383,medium
289773,medium
58067,medium
498451,low
152367,medium
516297,low
262927,low
79198,medium
494075,medium
311718,low
500647,low
303338,medium
129591,medium
424403,medium
123007,medium
265260,low
400462,medium
165100,low
63679,low
420397,low
22808,low
166497,medium
314146,medium
118757,medium
243085,medium
74166,medium
86508,medium
240062,low
968,low
79893,medium
406490,low
18517,medium
114616,medium
355322,medium
176186,medium
171715,medium
355982,low
357268,medium
50788,medium
498376,low
333190,low
26312,low
438955,medium
285072,medium
13826,medium
192137,low
460354,medium
83409,medium
345037,medium
410202,low
438813,medium
453220,low
86573,low
496911,medium
119942,medium
34797,medium
171095,medium
418427,low
29024,medium
348779,medium
57919,low
448207,low
4632,medium
149617,low
202068,medium
364318,medium
268991,medium
49785,medium
455299,low
392800,medium
305369,low
516650,low
74035,medium
43858,low
403012,medium
73953,medium
321687,low
397211,medium
181373,low
400657,medium
290356,medium
236148,medium
121474,medium
257693,medium
168982,medium
275480,low
73382,low
235274,medium
339198,medium
189760,medium
342015,medium
24877,low
396470,medium
162548,medium
274902,medium
239256,medium
337234,medium
210173,medium
147642,medium
72495,medium
202351,medium
97494,medium
484432,medium
126168,medium
357278,medium
289345,low
478638,low
106659,medium
200901,low
203992,low
352461,medium
280964,medium
99263,medium
271949,low
38253,medium
26426,low
46391,medium
453757,medium
474850,medium
205530,low
476916,low
101704,medium
335763,medium
220975,low
168541,medium
355411,medium
50532,medium
63158,medium
196663,medium
29383,low
447083,medium
474417,medium
317089,medium
93869,medium
221328,medium
198582,low
372846,low
171295,medium
226110,medium
13209,medium
277100,medium
279970,medium
304303,medium
166558,low
306956,medium
263488,medium
297817,medium
397955,medium
260063,medium
392571,medium
5060,medium
302857,medium
466949,medium
510416,medium
18636,low
304648,medium
237755,low
189664,medium
285982,medium
316526,low
101991,medium
216079,medium
470828,low
313803,medium
456106,medium
152524,low
93134,medium
373901,medium
86433,low
148228,medium
422505,low
181217,medium
215697,medium
456150,medium
434105,medium
112089,medium
485669,medium
225221,medium
298349,low
205307,medium
29755,medium
216190,medium
366630,medium
429807,medium
277694,medium
266873,medium
338960,medium
253082,medium
171514,low
332661,low
127596,medium
380189,medium
197312,medium
297039,medium
57715,medium
9105,medium
377733,medium
295648,medium
46160,medium
306485,medium
436626,low
488931,medium
514796,low
110228,medium
342123,medium
309344,medium
223557,medium
280639,low
203964,low
368795,low
516012,low
79213,medium
469651,medium
229097,medium
54593,medium
455204,medium
445123,medium
497815,medium
31331,low
384647,low
379926,medium
333980,medium
352334,low
414682,medium
31243,medium
514701,medium
99429,medium
10431,medium
264691,medium
117544,low
215749,medium
394003,low
298018,low
251411,medium
198042,low
36488,medium
94572,low
505731,medium
183912,low
476117,medium
409802,medium
302757,medium
190114,low
448576,low
11193,medium
158311,medium
429178,medium
47007,low
416744,medium
419258,low
184541,medium
202544,medium
13157,medium
434510,medium
150811,medium
228214,medium
298504,low
384917,medium
170502,low
378357,low
25193,high
258471,low
53962,medium
60055,medium
487240,medium
347333,medium
35640,low
64302,medium
246238,medium
120619,low
468008,medium
67598,medium
299973,medium
245213,low
9664,low
150124,medium
508852,low
85379,medium
301892,medium
396315,medium
446135,medium
356310,high
171709,low
139195,medium
109274,medium
146749,low
351561,medium
58925,medium
474058,medium
374602,medium
475385,medium
46490,low
150146,low
153038,low
253619,low
93609,medium
475292,medium
446210,medium
415811,medium
356896,low
49935,medium
235567,medium
137327,medium
45902,medium
68592,low
101496,medium
417848,medium
224041,low
262042,medium
471155,medium
345602,medium
48602,medium
94829,medium
437763,low
293095,medium
32525,low
148189,medium
354090,medium
180857,medium
347179,medium
412849,medium
234170,medium
138089,low
127516,low
362300,medium
145964,medium
388485,medium
452346,medium
388364,medium
114080,medium
456646,medium
378747,medium
471115,medium
435291,medium
213747,medium
299324,low
48804,low
367065,low
205752,medium
191694,low
317213,medium
27753,medium
124950,medium
416528,medium
184353,medium
348607,medium
393685,medium
484024,low
269116,medium
412046,low
488459,medium
197778,medium
172246,low
317826,medium
231469,medium
136688,low
230189,medium
514787,medium
95000,medium
437156,low
7401,medium
389538,medium
470839,medium
210808,medium
504965,medium
407584,medium
159802,medium
52253,medium
376721,medium
88050,medium
61777,medium
392156,medium
296051,low
15637,medium
71206,low
55925,low
380010,medium
40481,medium
250295,medium
164419,medium
19642,medium
383368,medium
92219,low
66441,low
421477,low
65292,medium
991,medium
453041,medium
476849,low
185906,medium
410254,medium
210761,low
283799,low
84982,low
448922,medium
139212,medium
33389,low
252444,medium
89975,medium
287143,medium
356351,low
508586,low
171136,low
70315,high
294231,medium
163960,medium
157230,medium
475095,high
294081,medium
410053,medium
364005,low
58460,medium
417584,medium
260076,low
237412,medium
480541,medium
339608,medium
195368,medium
195203,medium
327548,medium
155518,low
452227,low
433277,low
157688,low
354333,low
370162,medium
160426,low
402484,medium
33256,low
18441,medium
517398,low
11581,medium
80103,medium
194856,medium
414739,medium
352235,low
417512,medium
6296,low
97637,medium
2166,medium
324642,low
446349,medium
470866,low
382843,low
51399,medium
366299,medium
32523,medium
376286,medium
405177,low
321392,low
343409,medium
508616,medium
320181,low
292343,medium
355129,medium
486977,low
248729,medium
33832,low
323259,medium
80572,medium
487980,medium
93305,medium
284977,medium
213064,medium
313974,low
462008,medium
206302,medium
123522,medium
59192,medium
14978,medium
330868,medium
230450,low
355178,low
411993,medium
238415,medium
133688,medium
420487,low
359055,low
179545,medium
239907,medium
415485,low
143782,low
477257,medium
90235,medium
512431,medium
191145,medium
461076,medium
413066,medium
266212,medium
425506,low
122130,medium
40339,low
327813,low
134768,medium
33568,low
187780,medium
130919,medium
49158,medium
179540,medium
75378,medium
388896,medium
201456,low
375689,medium
444346,medium
335950,medium
207997,low
204353,low
148816,low
160450,medium
211302,medium
103000,medium
71484,medium
336794,medium
20818,medium
478324,medium
62954,medium
87198,medium
142921,low
62941,medium
459771,low
256482,medium
399052,medium
203624,medium
466648,low
435522,medium
56391,medium
402392,medium
414964,medium
107506,low
43466,medium
396056,medium
401713,medium
143069,low
161170,medium
316726,medium
500892,low
338108,medium
3210,medium
467834,medium
175373,medium
217673,low
65236,medium
293521,medium
302485,low
443799,medium
149330,medium
33190,medium
501523,medium
423813,medium
46864,medium
431547,medium
477182,low
448752,medium
491932,low
418166,medium
401205,medium
372666,medium
496260,medium
354966,medium
304377,medium
370718,low
284126,medium
43599,medium
403695,medium
332362,medium
211052,medium
277695,medium
449654,medium
26981,low
352797,medium
154398,medium
172665,medium
148567,medium
322426,low
359952,medium
279171,medium
77880,low
323661,medium
433029,low
236457,medium
183078,low
211028,low
118031,low
409429,medium
19426,low
143258,low
140516,high
17818,medium
252546,medium
173091,medium
241692,medium
4102,low
242495,medium
354374,low
33353,medium
440486,medium
454708,medium
489494,medium
197017,medium
413637,medium
90029,low
274968,low
452719,low
59539,medium
473168,medium
310965,medium
288811,medium
87994,medium
221753,low
493404,medium
407489,low
103611,medium
165968,medium
31062,medium
380756,medium
258235,low
321832,low
69587,low
54919,low
248784,low
62880,medium
257851,medium
189696,medium
452890,low
499025,medium
247617,low
329367,medium
208865,low
386373,medium
239362,medium
215607,medium
332524,low
123418,low
243731,medium
345281,medium
134838,low
285781,low
158422,low
50559,low
69182,medium
306508,medium
413934,medium
381131,medium
351467,medium
308867,medium
42838,medium
183848,medium
309699,low
282804,low
30602,medium
152415,medium
19776,medium
267231,medium
145861,low
346225,low
300886,medium
39843,medium
450490,medium
199787,low
120101,medium
452905,medium
464253,medium
488151,low
135114,low
468201,medium
163255,high
37547,medium
18364,medium
268382,low
497791,medium
504486,low
248742,medium
446309,medium
91754,medium
25844,medium
129689,medium
404242,low
211627,low
16850,low
155469,medium
24773,low
92908,low
217036,medium
62459,medium
111823,low
394615,medium
262627,medium
384848,low
399094,low
321916,medium
450753,medium
243492,medium
221167,medium
305499,medium
405630,medium
216627,medium
82780,medium
493602,medium
98736,medium
506868,low
154596,low
496199,low
476308,medium
176709,medium
176833,low
21502,medium
103628,medium
490538,low
261659,low
244468,low
246369,medium
233340,medium
197367,low
78730,low
91867,medium
130100,medium
215262,low
364031,high
116432,medium
475533,medium
404873,medium
324473,medium
306316,medium
391505,medium
247584,medium
285997,low
151584,medium
225023,low
430266,medium
24714,medium
161477,low
165566,medium
128308,low
394170,low
383480,medium
320383,medium
1645,medium
105478,medium
14299,low
104446,low
404379,medium
247815,medium
173890,medium
182688,medium
358886,low
394447,low
30016,medium
387683,medium
152582,medium
120407,medium
83504,medium
374337,low
375054,medium
466267,medium
96220,medium
294986,low
243347,medium
505184,medium
32262,low
176972,medium
166431,low
10264,medium
283253,medium
142433,medium
279537,medium
357830,medium
154252,high
250905,medium
350756,low
341614,low
326908,medium
200923,low
85512,medium
254831,medium
294730,medium
267298,medium
349342,medium
187600,low
86801,low
195189,medium
159297,low
159842,medium
176628,medium
483519,medium
204331,low
391980,low
236924,low
418150,low
12603,medium
381907,medium
430857,low
287097,medium
314354,medium
132768,medium
497770,low
392610,low
262855,low
190859,medium
385596,medium
452699,medium
290810,medium
266695,medium
480571,low
111922,medium
1054,medium
398316,low
241780,low
515174,low
422578,medium
281268,low
21970,low
68420,low
92414,medium
183114,low
471004,low
204663,low
431731,medium
455118,low
347385,medium
496544,low
284891,medium
14168,low
228672,medium
361387,low
184234,medium
95791,medium
22061,low
83707,medium
4182,medium
33113,low
304492,medium
171697,medium
385909,low
65167,medium
179393,medium
43008,medium
459578,low
372543,medium
214690,medium
5311,medium
120838,low
166157,medium
165149,medium
22542,low
206331,medium
157538,medium
144262,medium
403141,medium
517420,medium
156364,low
116059,medium
146645,low
429421,medium
119199,medium
274061,medium
85775,medium
233255,medium
47123,medium
431620,medium
285591,low
408865,low
22961,medium
280860,medium
439099,low
273220,medium
486913,low
63653,medium
225361,low
153366,medium
286037,medium
381254,low
74718,medium
398545,low
153240,medium
399559,medium
112385,low
60002,medium
278368,medium
106619,medium
223102,medium
41563,high
99644,medium
72628,low
324852,low
484732,medium
165028,low
163904,low
150569,medium
201095,low
2863,medium
47791,medium
14893,low
351765,low
9238,medium
430556,medium
7820,medium
368861,low
29445,medium
480089,medium
303817,medium
494085,medium
355597,medium
240975,low
460946,medium
347507,medium
406802,medium
108371,medium
67111,low
397531,medium
488512,medium
504374,medium
43268,medium
106802,low
258888,medium
198131,low
228930,medium
321910,medium
212980,medium
92039,medium
197368,medium
398142,medium
499346,medium
26924,medium
513527,medium
92639,medium
11362,medium
29455,medium
290424,medium
217024,medium
183906,low
154077,medium
320648,low
286935,medium
176706,medium
406359,medium
37436,medium
289376,medium
426630,medium
284436,medium
48008,low
326721,low
212841,medium
484765,medium
319929,medium
348838,medium
136740,medium
37913,medium
265514,medium
96865,medium
355714,low
517109,low
387288,low
169596,low
323195,low
267186,medium
53308,medium
119351,low
477537,medium
289108,low
140915,low
487162,low
484736,medium
190738,low
46712,low
295755,medium
1224,medium
234490,medium
159051,medium
511853,medium
421270,low
421176,medium
367251,medium
306214,medium
408769,medium
178232,medium
294756,medium
142031,medium
41959,low
142836,medium
440248,medium
107936,medium
182860,low
42366,low
182412,low
236518,medium
132349,medium
333974,medium
447783,medium
514025,medium
52497,low
8541,low
314341,low
127350,medium
80637,medium
40507,low
440514,medium
380422,low
380591,medium
414975,medium
73873,medium
517751,low
7710,medium
2415,medium
327465,medium
239242,medium
171063,low
349187,medium
90555,medium
251325,medium
308485,low
308640,low
7493,low
470263,medium
124896,medium
304483,medium
418961,low
123192,low
443960,medium
173508,medium
236897,medium
67569,medium
457001,medium
262692,medium
395299,medium
17782,medium
12883,medium
190600,low
321379,medium
273561,low
403,medium
33936,medium
70853,medium
498755,medium
221691,medium
502065,medium
413985,low
122518,low
249260,low
333092,low
259882,medium
164953,medium
280100,medium
95935,medium
516502,medium
374682,medium
28767,medium
423946,medium
138918,medium
109094,medium
145576,medium
363002,medium
251944,low
451076,low
73449,medium
413170,medium
501219,medium
444427,medium
62646,medium
375365,medium
261410,medium
338118,medium
303940,low
221549,medium
319272,medium
492185,medium
95561,medium
198839,medium
478723,low
357259,low
262288,low
289229,medium
231670,medium
80283,medium
288171,medium
291703,medium
515656,medium
139151,low
488711,low
448044,low
408285,medium
74149,medium
491955,medium
11533,medium
99509,low
109594,medium
399994,medium
467478,medium
440131,low
253075,low
422842,low
26940,low
381354,medium
429000,medium
201188,medium
512299,medium
458946,medium
15971,low
225109,low
284554,medium
268416,medium
143870,medium
253895,medium
398055,low
282567,medium
380991,low
255307,low
492340,medium
17502,low
148214,low
203528,medium
139946,low
426457,medium
140872,low
449174,medium
205897,medium
178816,low
121816,medium
312119,low
85934,medium
1362,low
273095,medium
101026,medium
397173,medium
187499,medium
376155,low
196939,low
89502,low
213940,low
251075,medium
451856,medium
2253,medium
417406,low
197710,medium
42098,medium
286321,low
1491,medium
260374,low
287805,low
452406,low
327435,low
32516,low
93578,low
152004,medium
507961,medium
489507,medium
90957,medium
251566,medium
212492,low
402842,medium
212111,medium
434910,low
433959,medium
181126,low
305411,medium
88265,medium
508527,low
390608,low
429695,low
467972,medium
112976,medium
167053,medium
181449,medium
154105,medium
1285,medium
346934,medium
418169,medium
395059,low
255072,medium
516360,low
409178,low
76210,low
65414,high
101375,medium
391573,medium
361648,medium
184997,medium
496136,medium
234055,medium
220794,medium
477184,low
409148,medium
167560,medium
96727,medium
13231,medium
156064,medium
439501,medium
391903,low
471151,low
210028,medium
6071,low
156117,low
323579,low
264650,medium
513865,medium
267505,medium
110619,medium
212415,medium
118047,medium
438564,medium
14822,low
183494,low
372672,medium
301268,medium
341017,medium
60240,low
76048,low
427368,medium
132521,low
335987,medium
59740,medium
396270,medium
270742,medium
299416,medium
34161,medium
241653,low
259567,medium
391753,medium
515765,medium
101746,medium
225502,medium
125188,medium
512488,medium
287445,low
397256,medium
35630,medium
495140,low
194332,medium
475742,medium
280074,medium
136697,low
480832,low
5573,medium
214133,medium
341879,low
461067,medium
283509,medium
35016,medium
328559,medium
258774,low
42494,medium
191777,high
386915,medium
190499,medium
21236,medium
210052,medium
486690,medium
323493,medium
309179,medium
380945,medium
364695,medium
3389,medium
146498,medium
137615,medium
174704,medium
161536,medium
447675,low
449617,low
453831,medium
79834,low
292411,medium
247403,medium
70626,medium
37615,low
278869,medium
266632,medium
369314,medium
316225,medium
246163,medium
151815,medium
104783,medium
312806,medium
338496,low
64261,medium
342337,medium
218698,low
281445,medium
17030,medium
454958,medium
508486,low
236919,medium
286641,medium
489597,low
348937,low
334088,medium
375527,medium
228585,low
8773,medium
419753,medium
102441,low
193076,medium
61890,medium
401489,low
50829,low
82948,low
81493,medium
306416,medium
210180,medium
406553,low
375585,low
511425,medium
40901,low
501290,medium
218652,medium
3523,medium
180203,medium
334378,medium
456375,medium
366730,medium
148093,low
16460,low
198424,medium
224146,medium
429306,medium
84102,medium
460904,low
190820,medium
438817,medium
487907,medium
400146,medium
337494,low
131536,medium
449014,medium
446043,low
120317,medium
392185,low
242335,low
33195,medium
7714,medium
29471,medium
477641,medium
243527,low
98596,medium
162118,medium
498828,medium
186130,medium
297902,low
299866,medium
424493,high
76059,high
356146,medium
230100,low
52230,medium
49501,medium
499262,low
442403,medium
133280,medium
262365,medium
475847,medium
360169,low
148331,medium
81969,low
414220,low
208418,medium
285478,low
38780,medium
130109,low
123737,medium
313286,medium
355805,medium
371252,medium
493655,medium
323452,medium
32797,medium
507892,medium
415253,medium
402423,medium
266237,medium
477342,low
478892,medium
58558,medium
470361,low
419265,medium
434008,medium
420463,medium
369148,medium
103468,low
282442,medium
227863,medium
427298,medium
143643,medium
261441,low
122597,low
108168,medium
229403,medium
478496,medium
21160,medium
48684,low
56791,medium
287553,low
39487,low
319256,medium
502997,medium
57340,medium
247263,medium
482923,low
465076,low
478881,low
456045,medium
33116,low
219702,medium
281865,medium
144052,medium
270847,medium
332230,medium
75874,low
