id,main-event,location,zone,light-conditions,weather-conditions,vehicles-density
clgr0wzlx4dxi076ocs5c415t,near-collision,parking-lot,urban,daylight,clear-sky,medium
clgr0wzlx7bru07arg5m61s5u,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0wzlx8jie07a93hpue0qi,near-collision,parking-lot,rural,daylight,cloudy,low
clgr0xnz40txj078o1hyx7dvs,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xnz414o307902ahedclr,near-collision,highway,unknown,daylight,cloudy,medium
clgr0xnz46kc6078s7u5dh1af,near-collision,main-road,urban,twilight,clear-sky,medium
clgr0xnz50tyz078o3ik7870w,near-collision,highway,rural,night,clear-sky,low
clgr0xnz60u13078oav8c52ds,near-collision,main-road,urban,daylight,cloudy,high
clgr0xnz614u307903m1i2812,near-collision,main-road,unknown,night,rain,low
clgr0xnz61cbj078acf980s3v,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xnz61xby07aa6n0rhe76,near-collision,main-road,urban,daylight,cloudy,high
clgr0xnz61xce07aa3i0bfoe8,near-collision,highway,urban,daylight,clear-sky,high
clgr0xnz66khe078s29uc8uo5,near-collision,main-road,urban,night,clear-sky,high
clgr0xnz41c8j078a0drdcisc,near-collision,main-road,urban,night,clear-sky,high
clgr0xnz449tm078pf4c0cxlt,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xnz44sae076oa9aj821y,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xnz514qn07903t204cfo,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xnz514sb07902ud79f09,near-collision,main-road,urban,night,clear-sky,low
clgr0xnz592ap077t30u30gnf,near-collision,main-road,urban,night,clear-sky,high
clgr0xnz614tf079015gtff8j,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xnz61ccj078aas961xay,near-collision,main-road,urban,daylight,cloudy,high
clgr0xnz649xu078p4s313fy5,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xnz51xaq07aa3lbxdffp,near-collision,highway,urban,daylight,clear-sky,high
clgr0xnz614ur07904sns7ah8,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xnz64sdq076o6y5ke8vi,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo4u4yjm076oa9il59dj,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4u4yjy076oek7669th,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4u4yk2076o6zz6fcqp,near-collision,highway,rural,daylight,clear-sky,medium
clgr0xo4u7tzm07argesv5a7f,collision,main-road,urban,night,clear-sky,high
clgr0xo4u95xt077t2r4zh1cl,near-collision,main-road,urban,night,clear-sky,low
clgr0xo4u95zp077t1vwlesjh,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo4v4ym2076oehh46kae,near-collision,highway,unknown,daylight,clear-sky,low
clgr0xo4v4ymq076o9h9n74lk,near-collision,highway,suburbs,daylight,clear-sky,high
clgr0xo4v92ki0786abs81nc8,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo4v92km078675qh65py,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo4v9605077t8r5uawqp,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo4w7u4u07ar8ola588j,near-collision,highway,rural,twilight,clear-sky,medium
clgr0xo4x35x807915a8n33wa,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xo4u92j20786ho8q5563,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4u95yd077t1q95cv01,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4x965p077t4296f4hk,near-collision,highway,unknown,daylight,clear-sky,medium
clgr0xo4x9669077ta4xshnbz,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo4v4yma076od3oqhug0,collision,main-road,urban,night,clear-sky,high
clgr0xo4w4ype076o6pul7cjw,near-collision,main-road,urban,night,clear-sky,high
clgr0xbbd4lb2076obr45e52n,near-collision,main-road,urban,night,clear-sky,medium
clgr0xbbd8pyu078656i76iqk,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xbbd8pzi07862j8sehn9,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbbd9406076z9axl6q36,near-collision,main-road,urban,night,clear-sky,low
clgr0xbbe1a2v078ahcz2b6o6,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xbbe3yqd076lanxdep7n,near-collision,main-road,urban,night,clear-sky,low
clgr0xbbe4938075s2mvp1e2u,collision,main-road,urban,daylight,cloudy,low
clgr0xbbf2tns0791a6dpa9hz,near-collision,main-road,urban,daylight,cloudy,low
clgr0xbbd4lam076obunidefx,near-collision,highway,unknown,night,clear-sky,medium
clgr0xbbd4lbm076oh9w15zsf,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbbe443a078pct200idu,near-collision,highway,urban,night,clear-sky,high
clgr0xbbe4lc6076o01jscmwi,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xbbe942q076z4c7ybwsp,collision,main-road,urban,night,clear-sky,high
clgr0xbbf3yth076lftbgbwcy,near-collision,main-road,urban,daylight,cloudy,high
clgr0vkss44yy0796fqaq5uc1,near-collision,main-road,suburbs,daylight,cloudy,medium
clgr0vksu453i07966txkgvsa,near-collision,highway,rural,daylight,clear-sky,medium
clgr0vksu6r3y07ar7eja9u57,collision,main-road,urban,night,clear-sky,medium
clgr0wqje4s8v078hhdp02nqk,collision,main-road,suburbs,daylight,clear-sky,high
clgr0wqjk8nsh086saga9acak,near-collision,highway,unknown,daylight,clear-sky,low
clgr0wqj962qq078sdvtd2ww0,near-collision,highway,urban,night,clear-sky,high
clgr0yhn59eru07868ch7hfdx,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhn59es60786cux61c64,near-collision,parking-lot,urban,daylight,clear-sky,high
clgr0yhn59u1d086s400n538q,near-collision,highway,urban,night,clear-sky,high
clgr0yhn59u2h086s5s7kh2iu,near-collision,highway,urban,night,clear-sky,high
clgr0yhn60yc7078o9ru57yxc,near-collision,main-road,urban,night,clear-sky,high
clgr0yhn622tm07756yijfxcc,near-collision,highway,urban,night,clear-sky,high
clgr0yhn622tu0775419xagds,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhn622ui07753dkm7e2w,collision,highway,urban,night,clear-sky,low
clgr0yhn622u20775amq0cfxn,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhn658qk076obkmzbes2,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhn65kfa07965b7547mu,near-collision,highway,urban,night,clear-sky,low
clgr0yhn65kgi0796ag1mabdm,near-collision,main-road,suburbs,night,clear-sky,high
clgr0yhn65kgm07966cu9dbaz,near-collision,main-road,urban,night,clear-sky,low
clgr0yhn65qar078hag2p6p1j,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhn69etm078606yv0s7x,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhn69ety07869ru6560h,near-collision,highway,unknown,daylight,clear-sky,high
clgr0yhn69euy07861hnf260n,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0yhn69t2e076z2ay80fps,collision,main-road,urban,daylight,clear-sky,low
clgr0yhn69t3q076z0rgy4r9y,near-collision,alley,urban,daylight,cloudy,high
clgr0yhn69u59086sgasnejq9,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhn69ev607865vbl59rm,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhn722vi0775276gaz20,near-collision,main-road,urban,daylight,cloudy,medium
clgr0yhn729e207aa5jshamht,near-collision,main-road,urban,night,clear-sky,high
clgr0vkow437u07965iumd3f8,near-collision,highway,unknown,night,clear-sky,high
clgr0vkox43aa0796e31cd9th,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkox43am07968ybwb7rq,near-collision,main-road,urban,night,clear-sky,low
clgr0vkox4c47078hboufafmi,near-collision,main-road,urban,daylight,cloudy,high
clgr0wqct3vlk075sdey8374i,near-collision,highway,urban,daylight,clear-sky,low
clgr0wqct73vm07ardi6e8ykf,collision,main-road,urban,daylight,clear-sky,high
clgr0wqcv468u076objo65mqn,collision,highway,suburbs,daylight,clear-sky,high
clgr0wqcw46ai076odfpc8pve,collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8l8767e078667dq25au,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8l8767i0786daosc0en,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8l87rxx077t5hwg6hsn,near-collision,main-road,suburbs,night,clear-sky,medium
clgr0u8l915zw0791esua53v5,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8l975cm07a9hlt314ri,near-collision,main-road,urban,daylight,clear-sky,low
clgr0u8l975cu07a97tjc8dkb,near-collision,main-road,urban,twilight,clear-sky,high
clgr0u8la6ybg086s59gj14nw,near-collision,highway,urban,daylight,clear-sky,medium
cljewyyvx22aa0747dmon48eo,near-collision,main-road,urban,daylight,clear-sky,medium
cljewyyvx2a6k075qanbf84hv,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyvy2a7w075q5mbie4m5,near-collision,main-road,urban,night,clear-sky,low
cljewyyvz0zab075xa9pucyvs,collision,main-road,urban,night,rain,high
cljewyyvz1sev077c7yvqfzbd,collision,main-road,urban,night,rain,low
cljewyyvz22fu07473kbq7wlh,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyvx2a6c075qcyyy79n9,near-collision,main-road,urban,daylight,clear-sky,low
cljewyyw00zp8073w2lf39www,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyw010a907506j7z4bd3,near-collision,main-road,urban,night,clear-sky,high
cljewyyw01qjr076zfrfcbrc1,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyw01qkf076zgjz29a3a,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo052zis07915viphh9y,near-collision,main-road,urban,night,clear-sky,high
clgr0xo0541ph076l6bgu85le,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo054zoa079681629k7v,near-collision,alley,urban,night,clear-sky,high
clgr0xo057nhi07ar3p3efhjp,near-collision,main-road,urban,night,clear-sky,high
clgr0xo061du3078a3upugx5v,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo061dvb078a75nd8fuq,near-collision,main-road,urban,night,clear-sky,high
clgr0xo061ywe07aa1vv9gp2h,near-collision,main-road,urban,night,clear-sky,low
clgr0xo062zkg07918gqy0dnn,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo042zfs079139qbbfl2,near-collision,main-road,urban,twilight,rain,low
clgr0xo04565j078h3sjsakto,near-collision,main-road,urban,night,clear-sky,high
clgr0xo058xse07868zd430ms,near-collision,main-road,urban,night,rain,high
clgr0xo0593nd077tdlbogh5k,near-collision,main-road,urban,night,clear-sky,high
clgr0xo060rg2078v2mbebfqz,near-collision,main-road,urban,night,cloudy,high
clgr0xo060rgi078vfch19v0i,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo060rhm078vh6a4g1lt,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo060rhy078v19yeh89d,collision,main-road,unknown,night,clear-sky,low
clgr0xo061dv3078a7c7o4p4t,near-collision,main-road,urban,night,clear-sky,high
clgr0xo061dvn078a1lgbe8yu,near-collision,main-road,urban,night,clear-sky,high
clgr0xo0656b3078hfd4691ib,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0l57ef078h7qsp3puh,collision,main-road,urban,daylight,cloudy,medium
clgr0xo0l57ej078h4ehj3qh2,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xo0l7ola07arc3602rfm,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo0m1saq0775g8yz8pi7,near-collision,alley,urban,daylight,clear-sky,high
clgr0xo0m7oo607ar4zccb5ns,near-collision,highway,urban,night,clear-sky,medium
clgr0xo0n30po0791e2hmdfbl,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo0n30qc07914bgpbwxh,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo0o50ii0796752i3w2e,near-collision,main-road,suburbs,night,clear-sky,low
clgr0xo0l50ea079679md221c,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0xo0n30oo079197lohmsf,near-collision,main-road,urban,night,rain,high
clgr0xo0n50g6079616p9a58j,collision,main-road,suburbs,night,clear-sky,high
clgr0xo0n50ge0796fjdz4ul1,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0n57hj078h79ir3081,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo0n57ij078h30jkf1i9,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo0n943l077tfpw7elrq,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0xo0o42i5076l7p2cfp5i,near-collision,main-road,suburbs,night,clear-sky,low
clgr0xo0o50ia0796humea7jv,near-collision,main-road,urban,night,clear-sky,low
clgr0xo0n0s26078vago60fz8,collision,main-road,suburbs,night,clear-sky,low
clgr0xo0o0s36078vf6446nzz,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo0o50hy0796bbdl95wp,near-collision,main-road,urban,daylight,clear-sky,high
clgr0uzy5581q078scp00bzyg,collision,highway,unknown,daylight,cloudy,high
clgr0uzy7586q078s8wbn6ddd,near-collision,main-road,rural,night,clear-sky,medium
clgr0uzy87n4a07a9ejekcm5j,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0uzyb58gu078s9jha22ib,near-collision,main-road,suburbs,night,clear-sky,high
clgr0uzy67myi07a9ek3qc2o0,collision,main-road,urban,daylight,clear-sky,low
clgr0uzya7n9a07a95hd5elbk,near-collision,highway,rural,daylight,cloudy,high
clgr0yhqj3ly40791aif55kx9,near-collision,main-road,urban,daylight,rain,high
clgr0yhqj8bqe07ar4k134nlx,near-collision,highway,urban,night,clear-sky,low
clgr0yhql52mk075s3suq9ahc,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0yhqn9wei076zdjykar42,collision,main-road,urban,daylight,clear-sky,high
clgr0yhqo52tc075sajfe7it5,near-collision,main-road,urban,night,cloudy,high
clgr0yhqo9wfu076z60mr1nja,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhqi9w2m076zf1j05r94,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhql3m2k0791e3du7gij,near-collision,main-road,urban,night,clear-sky,high
clgr0yhql9w86076z28w53avd,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhqp9why076z38abcz9z,collision,main-road,urban,night,clear-sky,high
clgr0yhqq52ws075sdaf5ghqo,collision,main-road,urban,night,clear-sky,high
clgr0yhqn3m6w0791dutyh1pn,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhqn52q8075s509qe9qm,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhqn52qs075shkmb63pw,near-collision,parking-lot,urban,daylight,cloudy,high
clgr0yhqo52u4075s2cfu2ci5,near-collision,main-road,urban,night,clear-sky,high
clgr0yhqp3m980791hzdvd1nq,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0xo4k95bd077t0nb0fkjl,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0xo4m356007910u6p8kdq,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo4m356c0791bvn0cm0b,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo4m4y06076oev7nd4l6,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo4m95ex077t0en95mt6,near-collision,main-road,urban,night,clear-sky,low
clgr0xo4n359o0791936a3vh9,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4n4nxo075scx6890hn,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4k959x077t8346090v,near-collision,main-road,urban,daylight,rain,high
clgr0xo4l4nrw075s85guecd8,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo4l54vu07964qchcygn,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xo4l54xu0796cavf5qdp,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo4m54ye07969ytp8vpd,near-collision,main-road,urban,night,clear-sky,high
clgr0xo4n4701076l8k70b9eg,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo4n4nx4075s4kd556pq,near-collision,main-road,urban,night,clear-sky,low
clgr0xo4m7tfy07ar2u4f00bq,collision,main-road,urban,daylight,clear-sky,high
clgr0xo4m95fx077t7k885b6i,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo4n4y2m076o86z6b017,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo565cvb078h0bbycp5n,near-collision,highway,urban,daylight,rain,high
clgr0xo5736kk07911qzf7o20,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo5736lc07914j4rh6a7,near-collision,main-road,urban,night,clear-sky,low
clgr0xo585d0n078h8tjjc0de,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo5936p80791ee4rf7wl,collision,main-road,urban,night,clear-sky,low
clgr0xo5a36tw07919o6x8l39,near-collision,main-road,urban,daylight,rain,high
clgr0xo565cwr078hetg520wy,near-collision,main-road,urban,daylight,rain,high
clgr0xo5936rk07913k2i7s3i,near-collision,main-road,urban,night,clear-sky,high
clgr0xo59564a07966hqd3v1d,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo5a36so0791g1526wx2,near-collision,main-road,urban,night,clear-sky,high
clgr0xo5a5d67078hgvqdgq6l,near-collision,main-road,urban,twilight,clear-sky,medium
clgr0xo5a8v4y07a979uc3jnf,collision,parking-lot,urban,daylight,clear-sky,low
clgr0xo5b569e0796hmy7587e,near-collision,main-road,urban,night,clear-sky,medium
clgr0xo5b5d9b078hea50735r,near-collision,main-road,urban,night,clear-sky,high
clgr0xo5b7v3607ar1c2p6xc3,near-collision,main-road,suburbs,twilight,rain,low
clgr0v0yl7ut2078640304a2s,near-collision,main-road,urban,daylight,cloudy,high
clgr0v0z47w6m0786dnr0cby2,near-collision,main-road,urban,daylight,clear-sky,low
clgr0v0yr7v8u07865rp2g15t,near-collision,main-road,urban,daylight,clear-sky,high
clgr0v0yn7uy60786f58s2uuc,near-collision,main-road,urban,night,clear-sky,high
clgr0vkmq20bw0791cphg8zsz,near-collision,main-road,urban,night,clear-sky,medium
clgr0vkn57zae07a9b7rzaayd,near-collision,main-road,suburbs,night,clear-sky,high
clgr0wzls4niu07966znu3b4i,collision,highway,suburbs,daylight,cloudy,high
clgr0wzls4tkn078h4xys5x4y,near-collision,highway,urban,daylight,clear-sky,high
clgr0wzlt1pi607aa4iwd8cv1,near-collision,parking-lot,urban,daylight,cloudy,low
clgr0wzlt1pje07aa27i70o1g,near-collision,main-road,urban,night,clear-sky,low
clgr0wzlt4nl20796cmfmca66,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzlt8rz1077t4dxz0738,near-collision,highway,rural,night,clear-sky,low
clgr0wzlt8rzt077t0i4pewz5,near-collision,parking-lot,urban,daylight,clear-sky,low
clgr0wzlt8wge076zb75adfba,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzlt2mvs07911x8n5v1o,collision,main-road,urban,daylight,clear-sky,high
clgr0wzlt8s05077t1hnk52k2,near-collision,highway,unknown,daylight,clear-sky,high
clgr0wzlt8wem076z3dww3zft,near-collision,main-road,rural,daylight,cloudy,high
cljewyyv328as075q6sba4ed9,collision,main-road,unknown,daylight,clear-sky,high
cljewyyv328bg075q6q0j5t4p,near-collision,highway,urban,daylight,cloudy,high
cljewyyv328bs075q16hy71h3,near-collision,main-road,urban,night,clear-sky,medium
cljewyyv3ervx07466pd87jhj,near-collision,main-road,urban,daylight,cloudy,medium
cljewyyv3erxp0746fxpe24h9,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyv41oof076za7rrgn5g,near-collision,highway,urban,daylight,clear-sky,low
cljewyyv420fy074767ss8dte,collision,main-road,urban,daylight,rain,high
cljewyyv4ery90746apmbg403,collision,highway,urban,daylight,clear-sky,high
cljewyyv50y9j075xavf4cb3h,near-collision,highway,urban,daylight,clear-sky,high
cljewyyv50ycp0750erdz6n8k,collision,main-road,urban,twilight,clear-sky,low
cljewyyv30y8k073w25cq3ixd,near-collision,highway,urban,daylight,cloudy,high
cljewyyv51wip075u2cjhgwui,near-collision,main-road,urban,daylight,cloudy,high
cljewyyv520iq07476n1o9d53,collision,main-road,urban,night,rain,medium
clgr0wqba899207a93e3mgfkc,collision,highway,urban,daylight,clear-sky,medium
clgr0wqbb0u07079051ynbmi0,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0y7625ixv078h9tb60zyi,near-collision,highway,unknown,night,clear-sky,medium
clgr0y7626x92078scoy0cbzy,near-collision,main-road,urban,night,clear-sky,medium
clgr0y76296qu07a90thyfpu9,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y76296re07a90sl9cfjb,near-collision,main-road,urban,night,rain,medium
clgr0y76296ri07a9bm7sd05j,near-collision,alley,urban,night,clear-sky,medium
clgr0y762997q0786eggt5v3t,near-collision,main-road,urban,twilight,clear-sky,high
clgr0y762997y07869tk2f9qv,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y7634gd5076l409z1rrq,collision,main-road,urban,daylight,cloudy,low
clgr0y7635ae20796el0a4k8v,near-collision,main-road,urban,night,clear-sky,low
clgr0y7636xcq078sghnbf2lo,near-collision,main-road,urban,night,clear-sky,high
clgr0y763999m07869u3zbpbn,near-collision,main-road,urban,night,clear-sky,medium
clgr0y76399bu0786hfanc1my,near-collision,main-road,urban,night,clear-sky,high
clgr0y7625iyf078hfiou3y0n,near-collision,main-road,urban,night,clear-sky,high
clgr0y7629m1a086s5pi3bnur,near-collision,highway,urban,night,rain,high
clgr0y76396tu07a9dzba5sji,near-collision,main-road,urban,night,clear-sky,high
clgr0y7639m5q086sbnpffqn4,near-collision,main-road,urban,daylight,cloudy,medium
clgr0y7641zwy077524os3x6k,near-collision,main-road,urban,daylight,cloudy,high
clgr0y7644lq6078pc8648hzq,near-collision,main-road,urban,night,clear-sky,medium
clgr0y76454e4076o78du66bi,near-collision,main-road,urban,night,clear-sky,medium
clgr0y7634gbd076lfldnccxw,collision,main-road,urban,night,cloudy,medium
clgr0xbcm6h3u078s20qab9rf,near-collision,main-road,urban,daylight,rain,high
clgr0xbcm8srm07867axx19c3,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbcm91f7086scts98ed1,near-collision,main-road,urban,daylight,rain,low
clgr0xbcn2wcs0791anbg55lt,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcn46z6078p5pnwchse,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcn4n2e076od87kejrc,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbcn6h4u078s2xjogprn,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcn91gv086sh1q23lsu,near-collision,main-road,suburbs,twilight,clear-sky,high
clgr0xbcm8srq0786gy0qfnw8,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xbcm8ss607860zoue8t2,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcn1one0775d03p2vbd,collision,main-road,urban,night,clear-sky,high
clgr0xbcn524z078h53rl1kmc,near-collision,main-road,urban,twilight,clear-sky,low
clgr0xbco1opy0775fljq0ht4,near-collision,main-road,urban,night,clear-sky,high
clgr0xbco2we007917wvl2eqh,near-collision,main-road,urban,night,clear-sky,high
clgr0xb89177v078a3kke5pzm,collision,main-road,suburbs,night,clear-sky,low
clgr0xb892ro40791f98fhrhr,near-collision,main-road,urban,twilight,clear-sky,low
clgr0xb894i3a076o3s51ch5s,collision,highway,urban,night,clear-sky,low
clgr0xb894s7e0796fb9r88gb,near-collision,highway,unknown,daylight,clear-sky,high
clgr0xb8990iy076zcot5g21t,near-collision,main-road,urban,daylight,cloudy,high
clgr0xb8a0o1i078v5efsg71h,near-collision,highway,urban,daylight,clear-sky,high
clgr0xb8a179n078a4zc6bwfg,near-collision,main-road,urban,night,clear-sky,high
clgr0xb8a4i4m076o25gye4wu,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb8a4i5y076oev4c9h4g,near-collision,main-road,urban,night,clear-sky,high
clgr0xb8a7fhy07argzoeagb1,near-collision,highway,urban,daylight,cloudy,low
clgr0xb888mku07a94tvk9uja,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xb894i2q076oapyre1u6,near-collision,main-road,suburbs,night,clear-sky,low
clgr0xb898mna07a99c7gc0ac,near-collision,main-road,urban,night,clear-sky,high
clgr0xb898vzt077t9ayqdd3d,collision,main-road,urban,daylight,cloudy,high
clgr0xb8a8mwq078652i29wfn,near-collision,highway,urban,night,clear-sky,low
clgr0xb8a8mye0786gwdt0rrz,collision,main-road,urban,daylight,clear-sky,medium
clgr0xb8a0o2i078v728a3ixg,near-collision,main-road,suburbs,twilight,cloudy,high
clgr0xb8a2rr00791dcx62dgd,near-collision,highway,urban,daylight,rain,high
clgr0xb8a8mq207a9dcy41256,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0vkhd5ih2078s77yb5yer,near-collision,highway,suburbs,night,clear-sky,low
clgr0vkhf0jp7078a1d0z5isa,near-collision,main-road,urban,daylight,clear-sky,low
clgr0vkhe3q9u076od5bk2xyh,near-collision,highway,urban,daylight,clear-sky,high
cljewyyvh03kk076bciy8c5hw,near-collision,main-road,urban,daylight,rain,high
cljewyyvh03l0076b01utakka,near-collision,main-road,urban,night,clear-sky,high
cljewyyvh1pj3076z2ch52n7p,near-collision,highway,urban,daylight,clear-sky,medium
cljewyyvh1pkr076zgp2d9zza,near-collision,main-road,urban,night,clear-sky,high
cljewyyvh2kdz077a98h2bodo,near-collision,highway,rural,daylight,rain,high
cljewyyvi03lk076b3py39v3e,collision,main-road,urban,daylight,cloudy,high
cljewyyvi0z590750gx1c90ha,collision,main-road,urban,daylight,rain,high
cljewyyvi299s075qcomw0qpe,near-collision,main-road,urban,daylight,cloudy,high
cljewyyvi2kg3077aempchfno,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyvieswp07461gkahhge,collision,main-road,urban,daylight,cloudy,high
clgr0u8u62pgu078pclep5gn9,near-collision,main-road,urban,night,clear-sky,high
clgr0u8u70vuy07aa54ee07gy,collision,main-road,suburbs,daylight,clear-sky,low
clgr0u8u87nre076z3ow8dwqh,collision,main-road,urban,night,clear-sky,low
clgr0v0vk7q6q0786erc8embl,near-collision,main-road,urban,daylight,clear-sky,high
clgr0v0vl7q8e07866v2o9q53,near-collision,main-road,urban,daylight,cloudy,low
clgr0v0vo7qcy07861yvu375m,near-collision,main-road,urban,daylight,cloudy,medium
clgr0v0wa7rje0786732na23j,collision,highway,rural,daylight,clear-sky,low
clgr0v0vu7qnm07869mlc4yzx,near-collision,highway,urban,daylight,clear-sky,high
clgr0v0wc7rly0786fsavbssy,near-collision,highway,urban,daylight,clear-sky,high
clgr0y77c27ti07aadlrffoqa,near-collision,highway,rural,daylight,clear-sky,high
clgr0y77c27tq07aae4ubbsvg,near-collision,main-road,urban,night,clear-sky,medium
clgr0y77c5klb078h31h5aqlq,collision,main-road,urban,night,clear-sky,high
clgr0y77c9ln6076z6cpkabru,collision,highway,unknown,night,rain,low
clgr0y77c9lnq076z12x8fpot,near-collision,highway,urban,night,clear-sky,medium
clgr0y77c9oe2086sd7g0gl82,near-collision,highway,urban,night,cloudy,low
clgr0y77d3dak07919ahyhz69,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y77d3db80791bkoxe7c4,collision,main-road,urban,night,clear-sky,high
clgr0y77d4mqu078p3kqla7vz,near-collision,main-road,urban,night,clear-sky,low
clgr0y77d5cwy07969hn31ff3,near-collision,main-road,urban,night,cloudy,low
clgr0y77d5kmr078h2jdd40yp,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y77e27yu07aaetgjcrfc,near-collision,main-road,urban,night,clear-sky,high
clgr0y77c5cti0796dtmyfpls,collision,main-road,urban,daylight,clear-sky,medium
clgr0y77c5kl3078hfl2y6jyg,near-collision,main-road,urban,twilight,cloudy,high
